Episode no = 100; won: False; iter_time_steps = 29; Q(s,a) = -0.7007738802673569; score = -508.0; mean_score/100_episodes = -461.72; reward = -506.0; mean_reward/100_episodes = -452.95; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.9866666666666667, win percentage = 0.0, 2024-12-20 14:29:25
Episode no = 13900; won: False; iter_time_steps = 18; Q(s,a) = 193.732856021514; score = -367.0; mean_score/100_episodes = -51.96; reward = -341.0; mean_reward/100_episodes = -68.61; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 17:08:04
Episode no = 14000; won: False; iter_time_steps = 110; Q(s,a) = 193.7052257968633; score = 241.0; mean_score/100_episodes = -81.79; reward = -12.0; mean_reward/100_episodes = -91.15; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 17:09:33
Episode no = 14100; won: False; iter_time_steps = 99; Q(s,a) = 194.3460986012932; score = 192.0; mean_score/100_episodes = -78.94; reward = 91.0; mean_reward/100_episodes = -108.0; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 17:11:11
Episode no = 14200; won: False; iter_time_steps = 91; Q(s,a) = 194.6937641936272; score = -40.0; mean_score/100_episodes = 5.81; reward = 15.0; mean_reward/100_episodes = -40.27; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 17:12:37
Episode no = 14300; won: False; iter_time_steps = 75; Q(s,a) = 194.6575450022875; score = 336.0; mean_score/100_episodes = -55.52; reward = 67.0; mean_reward/100_episodes = -88.5; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 17:13:56
Episode no = 14400; won: False; iter_time_steps = 56; Q(s,a) = 194.77002156490732; score = -95.0; mean_score/100_episodes = -66.91; reward = -49.0; mean_reward/100_episodes = -90.8; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 17:15:17
Episode no = 14500; won: False; iter_time_steps = 15; Q(s,a) = 195.6392837374774; score = -374.0; mean_score/100_episodes = -64.04; reward = -360.0; mean_reward/100_episodes = -88.35; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 17:16:44
Episode no = 14600; won: False; iter_time_steps = 206; Q(s,a) = 195.099736510288; score = 275.0; mean_score/100_episodes = 21.75; reward = 193.0; mean_reward/100_episodes = -33.29; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.03, 2024-12-20 17:18:11
Episode no = 14700; won: False; iter_time_steps = 163; Q(s,a) = 194.2026680981809; score = 248.0; mean_score/100_episodes = -76.67; reward = 159.0; mean_reward/100_episodes = -96.33; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 17:19:35
Episode no = 14800; won: False; iter_time_steps = 21; Q(s,a) = 193.87425028182653; score = -330.0; mean_score/100_episodes = -60.47; reward = -311.0; mean_reward/100_episodes = -68.21; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 17:21:02
Episode no = 14900; won: False; iter_time_steps = 121; Q(s,a) = 194.7606632725073; score = 70.0; mean_score/100_episodes = -45.74; reward = 150.0; mean_reward/100_episodes = -81.61; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 17:22:27
Episode no = 15000; won: False; iter_time_steps = 216; Q(s,a) = 194.5289556415543; score = 315.0; mean_score/100_episodes = -65.1; reward = 249.0; mean_reward/100_episodes = -98.7; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 17:23:54
Episode no = 15100; won: False; iter_time_steps = 15; Q(s,a) = 194.855816052651; score = -384.0; mean_score/100_episodes = -102.61; reward = -371.0; mean_reward/100_episodes = -112.33; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 17:25:07
Episode no = 15200; won: False; iter_time_steps = 14; Q(s,a) = 193.6739533105061; score = -383.0; mean_score/100_episodes = -90.72; reward = -370.0; mean_reward/100_episodes = -122.82; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 17:26:28
Episode no = 15300; won: False; iter_time_steps = 9; Q(s,a) = 192.643309640744; score = -428.0; mean_score/100_episodes = -12.57; reward = -420.0; mean_reward/100_episodes = -47.39; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 17:27:54
Episode no = 15400; won: False; iter_time_steps = 152; Q(s,a) = 194.67840890998602; score = 69.0; mean_score/100_episodes = -7.2; reward = 141.0; mean_reward/100_episodes = -30.03; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-20 17:29:28
Episode no = 15500; won: False; iter_time_steps = 277; Q(s,a) = 194.02323231511843; score = -106.0; mean_score/100_episodes = 30.37; reward = -28.0; mean_reward/100_episodes = -16.82; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 17:30:59
Episode no = 15600; won: False; iter_time_steps = 80; Q(s,a) = 196.54697870867406; score = -239.0; mean_score/100_episodes = -16.31; reward = -205.0; mean_reward/100_episodes = -59.35; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.03, 2024-12-20 17:32:29
Episode no = 15700; won: False; iter_time_steps = 92; Q(s,a) = 194.11920752312386; score = 219.0; mean_score/100_episodes = -1.12; reward = 182.0; mean_reward/100_episodes = -33.48; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 17:34:01
Episode no = 15800; won: False; iter_time_steps = 67; Q(s,a) = 196.36803112872738; score = 24.0; mean_score/100_episodes = -102.51; reward = 83.0; mean_reward/100_episodes = -114.56; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-20 17:35:12
Episode no = 15900; won: False; iter_time_steps = 109; Q(s,a) = 193.82517409050573; score = 222.0; mean_score/100_episodes = -49.95; reward = 305.0; mean_reward/100_episodes = -69.18; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 17:36:42
Episode no = 16000; won: False; iter_time_steps = 109; Q(s,a) = 194.39009528480878; score = -68.0; mean_score/100_episodes = -43.53; reward = -183.0; mean_reward/100_episodes = -80.8; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 17:38:00
Episode no = 16100; won: False; iter_time_steps = 307; Q(s,a) = 195.1663618648342; score = 554.0; mean_score/100_episodes = -45.58; reward = 341.0; mean_reward/100_episodes = -72.13; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 17:39:25
Episode no = 16200; won: False; iter_time_steps = 57; Q(s,a) = 194.92566991416754; score = -206.0; mean_score/100_episodes = -15.39; reward = -171.0; mean_reward/100_episodes = -44.82; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 17:40:41
Episode no = 16300; won: False; iter_time_steps = 200; Q(s,a) = 195.69920904786113; score = 381.0; mean_score/100_episodes = -6.75; reward = 309.0; mean_reward/100_episodes = -34.56; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-20 17:42:14
Episode no = 16400; won: False; iter_time_steps = 156; Q(s,a) = 195.43002978941584; score = 155.0; mean_score/100_episodes = -5.97; reward = 67.0; mean_reward/100_episodes = -26.71; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 17:43:40
Episode no = 16500; won: False; iter_time_steps = 211; Q(s,a) = 194.6177539452823; score = -170.0; mean_score/100_episodes = -16.91; reward = -116.0; mean_reward/100_episodes = -45.77; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 17:45:13
Episode no = 16600; won: False; iter_time_steps = 58; Q(s,a) = 194.2429473789785; score = -157.0; mean_score/100_episodes = -38.63; reward = -117.0; mean_reward/100_episodes = -48.08; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 17:46:42
Episode no = 16700; won: False; iter_time_steps = 132; Q(s,a) = 194.58249172538726; score = -81.0; mean_score/100_episodes = -94.9; reward = -15.0; mean_reward/100_episodes = -85.82; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 17:48:13
Episode no = 16800; won: False; iter_time_steps = 71; Q(s,a) = 194.91971354674266; score = -70.0; mean_score/100_episodes = -36.21; reward = -20.0; mean_reward/100_episodes = -55.66; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 17:49:43
Episode no = 16900; won: False; iter_time_steps = 118; Q(s,a) = 194.57644757043704; score = 343.0; mean_score/100_episodes = -87.24; reward = 270.0; mean_reward/100_episodes = -103.38; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 17:50:58
Episode no = 17000; won: False; iter_time_steps = 33; Q(s,a) = 193.20279055089418; score = -222.0; mean_score/100_episodes = 25.22; reward = -180.0; mean_reward/100_episodes = -12.51; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 17:52:38
Episode no = 17100; won: False; iter_time_steps = 140; Q(s,a) = 194.91955737805546; score = -69.0; mean_score/100_episodes = -45.49; reward = -12.0; mean_reward/100_episodes = -58.01; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-20 17:54:01
Episode no = 17200; won: False; iter_time_steps = 111; Q(s,a) = 194.37804527516957; score = -260.0; mean_score/100_episodes = -13.78; reward = -225.0; mean_reward/100_episodes = -51.89; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-20 17:55:32
Episode no = 17300; won: False; iter_time_steps = 101; Q(s,a) = 194.7280021005282; score = -260.0; mean_score/100_episodes = -58.09; reward = -226.0; mean_reward/100_episodes = -74.51; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 17:57:19
Episode no = 17400; won: False; iter_time_steps = 27; Q(s,a) = 194.16990678953744; score = -326.0; mean_score/100_episodes = -116.14; reward = -306.0; mean_reward/100_episodes = -113.2; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 17:58:46
Episode no = 17500; won: False; iter_time_steps = 25; Q(s,a) = 194.38904735386424; score = -304.0; mean_score/100_episodes = -35.61; reward = -282.0; mean_reward/100_episodes = -77.39; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 18:00:20
Episode no = 17600; won: False; iter_time_steps = 14; Q(s,a) = 194.77744536457692; score = -393.0; mean_score/100_episodes = -62.13; reward = -381.0; mean_reward/100_episodes = -86.51; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 18:01:39
Episode no = 17700; won: False; iter_time_steps = 14; Q(s,a) = 194.14718452438476; score = -393.0; mean_score/100_episodes = -98.25; reward = -381.0; mean_reward/100_episodes = -111.62; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 18:03:02
Episode no = 17800; won: False; iter_time_steps = 100; Q(s,a) = 194.84120397206823; score = 281.0; mean_score/100_episodes = -90.52; reward = 189.0; mean_reward/100_episodes = -102.58; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 18:04:09
Episode no = 17900; won: False; iter_time_steps = 251; Q(s,a) = 194.48907573487602; score = 350.0; mean_score/100_episodes = -96.19; reward = 291.0; mean_reward/100_episodes = -102.18; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 18:05:39
Episode no = 18000; won: False; iter_time_steps = 16; Q(s,a) = 194.03856366791345; score = -365.0; mean_score/100_episodes = -99.35; reward = -350.0; mean_reward/100_episodes = -105.12; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 18:06:52
Episode no = 18100; won: False; iter_time_steps = 55; Q(s,a) = 194.71632840114754; score = -74.0; mean_score/100_episodes = -72.14; reward = -26.0; mean_reward/100_episodes = -88.88; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 18:08:17
Episode no = 18200; won: False; iter_time_steps = 51; Q(s,a) = 195.26363658424336; score = 300.0; mean_score/100_episodes = -81.25; reward = 25.0; mean_reward/100_episodes = -94.65; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 18:09:28
Episode no = 18300; won: False; iter_time_steps = 243; Q(s,a) = 195.49626937743562; score = -282.0; mean_score/100_episodes = -58.63; reward = -236.0; mean_reward/100_episodes = -76.1; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 18:10:48
Episode no = 18400; won: False; iter_time_steps = 9; Q(s,a) = 195.19006430380486; score = -428.0; mean_score/100_episodes = -85.63; reward = -420.0; mean_reward/100_episodes = -89.5; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 18:12:02
Episode no = 18500; won: False; iter_time_steps = 9; Q(s,a) = 194.2227919887532; score = -428.0; mean_score/100_episodes = -102.13; reward = -420.0; mean_reward/100_episodes = -95.8; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 18:13:13
Episode no = 18600; won: False; iter_time_steps = 32; Q(s,a) = 195.62786168394223; score = -231.0; mean_score/100_episodes = -121.85; reward = -201.0; mean_reward/100_episodes = -137.62; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 18:14:26
Episode no = 18700; won: False; iter_time_steps = 18; Q(s,a) = 195.02408274980039; score = -347.0; mean_score/100_episodes = -60.24; reward = -330.0; mean_reward/100_episodes = -65.22; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 18:15:59
Episode no = 18800; won: False; iter_time_steps = 240; Q(s,a) = 196.4225124891216; score = 511.0; mean_score/100_episodes = -21.2; reward = 287.0; mean_reward/100_episodes = -57.38; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-20 18:17:32
Episode no = 18900; won: False; iter_time_steps = 12; Q(s,a) = 195.73550564114586; score = -411.0; mean_score/100_episodes = -42.73; reward = -401.0; mean_reward/100_episodes = -71.03; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.03, 2024-12-20 18:18:39
Episode no = 19000; won: False; iter_time_steps = 39; Q(s,a) = 194.33883465326235; score = -258.0; mean_score/100_episodes = -96.5; reward = -230.0; mean_reward/100_episodes = -111.25; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 18:19:48
Episode no = 19100; won: False; iter_time_steps = 55; Q(s,a) = 194.2520840591406; score = -74.0; mean_score/100_episodes = -9.17; reward = -26.0; mean_reward/100_episodes = -43.18; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.03, 2024-12-20 18:21:22
Episode no = 19200; won: False; iter_time_steps = 424; Q(s,a) = 194.28653498504764; score = 227.0; mean_score/100_episodes = -20.81; reward = 173.0; mean_reward/100_episodes = -45.41; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 18:22:58
Episode no = 19300; won: False; iter_time_steps = 16; Q(s,a) = 193.31484040258704; score = -365.0; mean_score/100_episodes = -66.91; reward = -350.0; mean_reward/100_episodes = -68.35; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 18:24:17
Episode no = 19400; won: False; iter_time_steps = 130; Q(s,a) = 193.07646906155819; score = -79.0; mean_score/100_episodes = -83.84; reward = -24.0; mean_reward/100_episodes = -105.82; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-20 18:25:33
Episode no = 19500; won: False; iter_time_steps = 123; Q(s,a) = 194.68905106942032; score = -92.0; mean_score/100_episodes = -50.92; reward = -208.0; mean_reward/100_episodes = -79.63; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 18:26:43
Episode no = 19600; won: False; iter_time_steps = 106; Q(s,a) = 195.8166136660249; score = 125.0; mean_score/100_episodes = -28.68; reward = 18.0; mean_reward/100_episodes = -43.22; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 18:28:09
Episode no = 19700; won: False; iter_time_steps = 92; Q(s,a) = 192.39189378573738; score = 139.0; mean_score/100_episodes = 13.58; reward = 32.0; mean_reward/100_episodes = -11.31; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 18:29:33
Episode no = 19800; won: False; iter_time_steps = 10; Q(s,a) = 191.9027460308614; score = -439.0; mean_score/100_episodes = -102.58; reward = -432.0; mean_reward/100_episodes = -114.67; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 18:30:51
Episode no = 19900; won: False; iter_time_steps = 139; Q(s,a) = 192.86860522856256; score = 122.0; mean_score/100_episodes = -70.02; reward = 209.0; mean_reward/100_episodes = -82.91; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-20 18:32:42
Episode no = 20000; won: False; iter_time_steps = 63; Q(s,a) = 193.10257300991444; score = 98.0; mean_score/100_episodes = -145.7; reward = 6.0; mean_reward/100_episodes = -139.63; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 18:33:53
Episode no = 20100; won: False; iter_time_steps = 53; Q(s,a) = 192.72427792023288; score = -82.0; mean_score/100_episodes = -70.17; reward = -35.0; mean_reward/100_episodes = -71.87; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 18:35:16
Episode no = 20200; won: False; iter_time_steps = 97; Q(s,a) = 194.56677863051647; score = -46.0; mean_score/100_episodes = -67.74; reward = 20.0; mean_reward/100_episodes = -70.26; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 18:36:53
Episode no = 20300; won: False; iter_time_steps = 284; Q(s,a) = 194.05343505139462; score = 147.0; mean_score/100_episodes = -102.9; reward = 60.0; mean_reward/100_episodes = -116.26; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 18:38:15
Episode no = 20400; won: False; iter_time_steps = 92; Q(s,a) = 194.18913714374062; score = -51.0; mean_score/100_episodes = -59.87; reward = 3.0; mean_reward/100_episodes = -64.1; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 18:39:33
Episode no = 20500; won: False; iter_time_steps = 86; Q(s,a) = 193.3188901961061; score = -85.0; mean_score/100_episodes = -110.75; reward = -35.0; mean_reward/100_episodes = -117.05; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 18:40:52
Episode no = 20600; won: False; iter_time_steps = 137; Q(s,a) = 193.60590009960978; score = -216.0; mean_score/100_episodes = -109.16; reward = -174.0; mean_reward/100_episodes = -127.46; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 18:42:14
Episode no = 20700; won: False; iter_time_steps = 193; Q(s,a) = 195.17232598163935; score = 378.0; mean_score/100_episodes = -54.0; reward = 136.0; mean_reward/100_episodes = -77.62; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 18:43:31
Episode no = 20800; won: False; iter_time_steps = 31; Q(s,a) = 193.67304776746073; score = -290.0; mean_score/100_episodes = -32.01; reward = -266.0; mean_reward/100_episodes = -66.29; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-20 18:44:53
Episode no = 20900; won: False; iter_time_steps = 93; Q(s,a) = 193.98566448418953; score = -172.0; mean_score/100_episodes = -63.11; reward = -119.0; mean_reward/100_episodes = -81.53; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 18:46:10
Episode no = 21000; won: False; iter_time_steps = 130; Q(s,a) = 193.56537810218967; score = -299.0; mean_score/100_episodes = -122.86; reward = -266.0; mean_reward/100_episodes = -137.25; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 18:47:17
Episode no = 21100; won: False; iter_time_steps = 26; Q(s,a) = 195.15395141115428; score = -285.0; mean_score/100_episodes = -98.94; reward = -261.0; mean_reward/100_episodes = -124.01; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 18:48:34
Episode no = 21200; won: False; iter_time_steps = 67; Q(s,a) = 194.2164936632246; score = -106.0; mean_score/100_episodes = -115.04; reward = -60.0; mean_reward/100_episodes = -131.24; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 18:49:52
Episode no = 21300; won: False; iter_time_steps = 9; Q(s,a) = 192.42011635085387; score = -428.0; mean_score/100_episodes = -25.24; reward = -420.0; mean_reward/100_episodes = -44.75; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-20 18:51:10
Episode no = 21400; won: False; iter_time_steps = 52; Q(s,a) = 193.5588722284685; score = -141.0; mean_score/100_episodes = -80.94; reward = -100.0; mean_reward/100_episodes = -83.5; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 18:52:23
Episode no = 21500; won: False; iter_time_steps = 147; Q(s,a) = 194.6125970514668; score = 304.0; mean_score/100_episodes = -21.0; reward = 230.0; mean_reward/100_episodes = -38.51; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 18:54:02
Episode no = 21600; won: False; iter_time_steps = 83; Q(s,a) = 193.40205424188613; score = -242.0; mean_score/100_episodes = 55.07; reward = -208.0; mean_reward/100_episodes = -28.04; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-20 18:55:34
Episode no = 21700; won: False; iter_time_steps = 23; Q(s,a) = 193.09188944944825; score = -302.0; mean_score/100_episodes = -88.42; reward = -280.0; mean_reward/100_episodes = -105.65; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 18:57:11
Episode no = 21800; won: False; iter_time_steps = 33; Q(s,a) = 193.38999044697712; score = -242.0; mean_score/100_episodes = 1.3; reward = -202.0; mean_reward/100_episodes = -32.65; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-20 18:58:47
Episode no = 21900; won: False; iter_time_steps = 76; Q(s,a) = 193.5356328507204; score = 255.0; mean_score/100_episodes = -46.62; reward = 169.0; mean_reward/100_episodes = -67.58; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 19:00:14
Episode no = 22000; won: False; iter_time_steps = 98; Q(s,a) = 193.40142110764367; score = 63.0; mean_score/100_episodes = -13.05; reward = 140.0; mean_reward/100_episodes = -30.73; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 19:01:41
