Episode no = 100; won: False; iter_time_steps = 62; Q(s,a) = -0.7413849034986374; score = -441.0; mean_score/100_episodes = -466.51; reward = -429.0; mean_reward/100_episodes = -457.14; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.9866666666666667, win percentage = 0.0, 2024-12-12 13:31:01
Episode no = 33800; won: True; iter_time_steps = 166; Q(s,a) = 193.1689274956808; score = 1705.0; mean_score/100_episodes = 764.51; reward = 1082.0; mean_reward/100_episodes = 476.82; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.33, 2024-12-12 21:17:21
Episode no = 33900; won: True; iter_time_steps = 189; Q(s,a) = 220.41828066088686; score = 1882.0; mean_score/100_episodes = 728.53; reward = 1099.0; mean_reward/100_episodes = 450.57; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.31, 2024-12-12 21:19:09
Episode no = 34000; won: False; iter_time_steps = 149; Q(s,a) = 228.26226362787054; score = 472.0; mean_score/100_episodes = 798.62; reward = 404.0; mean_reward/100_episodes = 495.83; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.33, 2024-12-12 21:21:10
Episode no = 34100; won: False; iter_time_steps = 41; Q(s,a) = 199.6501285040235; score = -230.0; mean_score/100_episodes = 806.72; reward = -199.0; mean_reward/100_episodes = 514.18; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.32, 2024-12-12 21:23:15
Episode no = 34200; won: False; iter_time_steps = 50; Q(s,a) = 197.38048678306964; score = -119.0; mean_score/100_episodes = 758.54; reward = -76.0; mean_reward/100_episodes = 475.73; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.32, 2024-12-12 21:25:15
Episode no = 34300; won: True; iter_time_steps = 167; Q(s,a) = 225.42324647160353; score = 1704.0; mean_score/100_episodes = 884.99; reward = 1081.0; mean_reward/100_episodes = 542.09; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.41, 2024-12-12 21:27:12
Episode no = 34400; won: False; iter_time_steps = 125; Q(s,a) = 199.27437278903056; score = 876.0; mean_score/100_episodes = 823.48; reward = 497.0; mean_reward/100_episodes = 525.74; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.36, 2024-12-12 21:29:19
Episode no = 34500; won: True; iter_time_steps = 149; Q(s,a) = 216.20897033673725; score = 1722.0; mean_score/100_episodes = 728.71; reward = 1099.0; mean_reward/100_episodes = 453.54; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.3, 2024-12-12 21:31:12
Episode no = 34600; won: True; iter_time_steps = 157; Q(s,a) = 223.21990409769444; score = 1714.0; mean_score/100_episodes = 848.04; reward = 1091.0; mean_reward/100_episodes = 529.55; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.35, 2024-12-12 21:33:18
Episode no = 34700; won: False; iter_time_steps = 153; Q(s,a) = 216.4805817822592; score = 428.0; mean_score/100_episodes = 739.69; reward = 356.0; mean_reward/100_episodes = 450.65; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.35, 2024-12-12 21:35:07
Episode no = 34800; won: True; iter_time_steps = 145; Q(s,a) = 218.37069449717302; score = 1326.0; mean_score/100_episodes = 897.5; reward = 1012.0; mean_reward/100_episodes = 563.21; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.42, 2024-12-12 21:37:11
Episode no = 34900; won: False; iter_time_steps = 121; Q(s,a) = 211.7372755171999; score = 650.0; mean_score/100_episodes = 872.07; reward = 417.0; mean_reward/100_episodes = 532.62; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.4, 2024-12-12 21:39:08
Episode no = 35000; won: True; iter_time_steps = 149; Q(s,a) = 225.2631247403426; score = 1522.0; mean_score/100_episodes = 839.78; reward = 1070.0; mean_reward/100_episodes = 523.49; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.35, 2024-12-12 21:41:07
Episode no = 35100; won: False; iter_time_steps = 140; Q(s,a) = 203.5816984308015; score = 651.0; mean_score/100_episodes = 835.06; reward = 442.0; mean_reward/100_episodes = 509.8; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.4, 2024-12-12 21:43:05
Episode no = 35200; won: False; iter_time_steps = 90; Q(s,a) = 209.10917718253202; score = 351.0; mean_score/100_episodes = 786.9; reward = 107.0; mean_reward/100_episodes = 478.18; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.35, 2024-12-12 21:44:59
Episode no = 35300; won: True; iter_time_steps = 172; Q(s,a) = 248.437455200201; score = 1499.0; mean_score/100_episodes = 882.0; reward = 1036.0; mean_reward/100_episodes = 550.7; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.43, 2024-12-12 21:46:56
Episode no = 35400; won: True; iter_time_steps = 193; Q(s,a) = 201.6356650791716; score = 1678.0; mean_score/100_episodes = 902.62; reward = 1066.0; mean_reward/100_episodes = 553.66; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.44, 2024-12-12 21:49:01
Episode no = 35500; won: True; iter_time_steps = 173; Q(s,a) = 235.69754487072854; score = 1498.0; mean_score/100_episodes = 840.67; reward = 1035.0; mean_reward/100_episodes = 525.77; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.37, 2024-12-12 21:50:58
Episode no = 35600; won: False; iter_time_steps = 103; Q(s,a) = 239.9239535678519; score = 608.0; mean_score/100_episodes = 887.78; reward = 391.0; mean_reward/100_episodes = 558.67; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.37, 2024-12-12 21:53:05
Episode no = 35700; won: True; iter_time_steps = 178; Q(s,a) = 197.18612365941038; score = 1893.0; mean_score/100_episodes = 750.05; reward = 1110.0; mean_reward/100_episodes = 463.53; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.32, 2024-12-12 21:55:07
Episode no = 35800; won: False; iter_time_steps = 19; Q(s,a) = 199.59341061356014; score = -388.0; mean_score/100_episodes = 675.62; reward = -375.0; mean_reward/100_episodes = 413.88; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.27, 2024-12-12 21:57:00
Episode no = 35900; won: True; iter_time_steps = 157; Q(s,a) = 229.34064405924434; score = 1914.0; mean_score/100_episodes = 832.59; reward = 1142.0; mean_reward/100_episodes = 515.32; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.37, 2024-12-12 21:59:01
Episode no = 36000; won: False; iter_time_steps = 104; Q(s,a) = 210.94256128098132; score = 847.0; mean_score/100_episodes = 901.03; reward = 452.0; mean_reward/100_episodes = 573.82; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.42, 2024-12-12 22:01:02
Episode no = 36100; won: True; iter_time_steps = 146; Q(s,a) = 263.71533500136826; score = 1725.0; mean_score/100_episodes = 729.0; reward = 1124.0; mean_reward/100_episodes = 442.66; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.29, 2024-12-12 22:02:57
Episode no = 36200; won: False; iter_time_steps = 114; Q(s,a) = 218.56185848612262; score = 407.0; mean_score/100_episodes = 801.93; reward = 329.0; mean_reward/100_episodes = 511.46; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.33, 2024-12-12 22:05:07
Episode no = 36300; won: False; iter_time_steps = 94; Q(s,a) = 224.39619474216383; score = 787.0; mean_score/100_episodes = 889.87; reward = 385.0; mean_reward/100_episodes = 550.69; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.37, 2024-12-12 22:07:11
Episode no = 36400; won: True; iter_time_steps = 200; Q(s,a) = 222.7415075715018; score = 1671.0; mean_score/100_episodes = 906.74; reward = 1048.0; mean_reward/100_episodes = 581.83; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.43, 2024-12-12 22:09:18
Episode no = 36500; won: True; iter_time_steps = 149; Q(s,a) = 273.9754253176441; score = 1722.0; mean_score/100_episodes = 898.62; reward = 1099.0; mean_reward/100_episodes = 561.68; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.41, 2024-12-12 22:11:19
Episode no = 36600; won: True; iter_time_steps = 147; Q(s,a) = 251.18080017324496; score = 1724.0; mean_score/100_episodes = 779.92; reward = 1090.0; mean_reward/100_episodes = 500.71; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.36, 2024-12-12 22:13:13
Episode no = 36700; won: True; iter_time_steps = 252; Q(s,a) = 232.53724520312556; score = 1619.0; mean_score/100_episodes = 974.94; reward = 1018.0; mean_reward/100_episodes = 620.55; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.47, 2024-12-12 22:15:21
Episode no = 36800; won: True; iter_time_steps = 196; Q(s,a) = 231.0188377301834; score = 1875.0; mean_score/100_episodes = 903.09; reward = 1103.0; mean_reward/100_episodes = 565.76; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.42, 2024-12-12 22:18:03
Episode no = 36900; won: False; iter_time_steps = 147; Q(s,a) = 200.42846782739397; score = 634.0; mean_score/100_episodes = 774.88; reward = 413.0; mean_reward/100_episodes = 478.45; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.3, 2024-12-12 22:19:59
Episode no = 37000; won: False; iter_time_steps = 98; Q(s,a) = 213.79357925641852; score = 533.0; mean_score/100_episodes = 852.3; reward = 286.0; mean_reward/100_episodes = 521.65; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.34, 2024-12-12 22:22:02
Episode no = 37100; won: True; iter_time_steps = 140; Q(s,a) = 272.49329508583287; score = 1731.0; mean_score/100_episodes = 977.85; reward = 1108.0; mean_reward/100_episodes = 610.05; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.41, 2024-12-12 22:24:14
Episode no = 37200; won: False; iter_time_steps = 82; Q(s,a) = 236.05547832244878; score = 909.0; mean_score/100_episodes = 918.42; reward = 349.0; mean_reward/100_episodes = 543.1; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.38, 2024-12-12 22:26:11
Episode no = 37300; won: True; iter_time_steps = 190; Q(s,a) = 237.96787445597874; score = 1681.0; mean_score/100_episodes = 912.54; reward = 1058.0; mean_reward/100_episodes = 551.22; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.34, 2024-12-12 22:28:21
Episode no = 37400; won: True; iter_time_steps = 161; Q(s,a) = 284.34467889803165; score = 1910.0; mean_score/100_episodes = 855.73; reward = 1116.0; mean_reward/100_episodes = 522.22; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.32, 2024-12-12 22:30:22
Episode no = 37500; won: True; iter_time_steps = 145; Q(s,a) = 225.3862223300503; score = 1526.0; mean_score/100_episodes = 988.93; reward = 1074.0; mean_reward/100_episodes = 619.97; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.43, 2024-12-12 22:32:27
Episode no = 37600; won: True; iter_time_steps = 166; Q(s,a) = 276.937556147917; score = 1705.0; mean_score/100_episodes = 798.74; reward = 1082.0; mean_reward/100_episodes = 488.49; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.36, 2024-12-12 22:34:25
Episode no = 37700; won: True; iter_time_steps = 169; Q(s,a) = 292.7081403505477; score = 1702.0; mean_score/100_episodes = 884.13; reward = 1090.0; mean_reward/100_episodes = 541.67; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.37, 2024-12-12 22:36:28
Episode no = 37800; won: True; iter_time_steps = 173; Q(s,a) = 277.63907717187305; score = 1698.0; mean_score/100_episodes = 785.33; reward = 1075.0; mean_reward/100_episodes = 478.19; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.32, 2024-12-12 22:38:29
Episode no = 37900; won: False; iter_time_steps = 165; Q(s,a) = 209.2333027696133; score = 696.0; mean_score/100_episodes = 890.6; reward = 483.0; mean_reward/100_episodes = 549.97; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.35, 2024-12-12 22:40:30
Episode no = 38000; won: True; iter_time_steps = 149; Q(s,a) = 282.2761327463955; score = 1522.0; mean_score/100_episodes = 847.38; reward = 1059.0; mean_reward/100_episodes = 521.48; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.31, 2024-12-12 22:42:35
Episode no = 38100; won: False; iter_time_steps = 126; Q(s,a) = 206.03576219210373; score = 235.0; mean_score/100_episodes = 1002.48; reward = 310.0; mean_reward/100_episodes = 634.98; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.48, 2024-12-12 22:44:44
Episode no = 38200; won: False; iter_time_steps = 57; Q(s,a) = 232.08284478586674; score = 304.0; mean_score/100_episodes = 975.28; reward = 30.0; mean_reward/100_episodes = 597.21; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.42, 2024-12-12 22:46:57
Episode no = 38300; won: False; iter_time_steps = 144; Q(s,a) = 203.59992729138216; score = 317.0; mean_score/100_episodes = 972.78; reward = 402.0; mean_reward/100_episodes = 625.27; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.43, 2024-12-12 22:49:10
Episode no = 38400; won: False; iter_time_steps = 107; Q(s,a) = 213.34184526282397; score = 934.0; mean_score/100_episodes = 856.24; reward = 390.0; mean_reward/100_episodes = 517.92; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.33, 2024-12-12 22:51:03
Episode no = 38500; won: False; iter_time_steps = 63; Q(s,a) = 199.85334043755066; score = -42.0; mean_score/100_episodes = 865.84; reward = -1.0; mean_reward/100_episodes = 535.68; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.39, 2024-12-12 22:53:09
Episode no = 38600; won: True; iter_time_steps = 144; Q(s,a) = 298.41952907867835; score = 1727.0; mean_score/100_episodes = 804.61; reward = 1115.0; mean_reward/100_episodes = 493.22; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.31, 2024-12-12 22:55:07
Episode no = 38700; won: True; iter_time_steps = 141; Q(s,a) = 270.1295230273397; score = 1930.0; mean_score/100_episodes = 1006.49; reward = 1169.0; mean_reward/100_episodes = 615.79; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.43, 2024-12-12 22:57:13
Episode no = 38800; won: True; iter_time_steps = 157; Q(s,a) = 277.5073651182417; score = 1314.0; mean_score/100_episodes = 986.59; reward = 1011.0; mean_reward/100_episodes = 614.57; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.44, 2024-12-12 22:59:20
Episode no = 38900; won: False; iter_time_steps = 118; Q(s,a) = 199.28374541676777; score = 613.0; mean_score/100_episodes = 790.76; reward = 398.0; mean_reward/100_episodes = 488.76; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.32, 2024-12-12 23:01:17
Episode no = 39000; won: True; iter_time_steps = 165; Q(s,a) = 291.1181826714808; score = 1906.0; mean_score/100_episodes = 974.32; reward = 1134.0; mean_reward/100_episodes = 609.66; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.47, 2024-12-12 23:03:17
Episode no = 39100; won: True; iter_time_steps = 159; Q(s,a) = 299.4688474213698; score = 1512.0; mean_score/100_episodes = 888.12; reward = 1049.0; mean_reward/100_episodes = 557.88; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.42, 2024-12-12 23:05:25
Episode no = 39200; won: False; iter_time_steps = 120; Q(s,a) = 225.1469276949599; score = 841.0; mean_score/100_episodes = 967.19; reward = 458.0; mean_reward/100_episodes = 591.8; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.41, 2024-12-12 23:07:28
Episode no = 39300; won: False; iter_time_steps = 103; Q(s,a) = 218.55671801335833; score = 778.0; mean_score/100_episodes = 906.94; reward = 376.0; mean_reward/100_episodes = 554.43; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.41, 2024-12-12 23:09:27
Episode no = 39400; won: True; iter_time_steps = 143; Q(s,a) = 298.2042936634735; score = 1528.0; mean_score/100_episodes = 918.94; reward = 1065.0; mean_reward/100_episodes = 576.24; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.39, 2024-12-12 23:11:29
Episode no = 39500; won: True; iter_time_steps = 139; Q(s,a) = 303.2197203351934; score = 2132.0; mean_score/100_episodes = 901.59; reward = 1189.0; mean_reward/100_episodes = 570.14; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.39, 2024-12-12 23:13:28
Episode no = 39600; won: False; iter_time_steps = 125; Q(s,a) = 209.39984658954648; score = 426.0; mean_score/100_episodes = 890.86; reward = 351.0; mean_reward/100_episodes = 561.01; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.42, 2024-12-12 23:15:30
Episode no = 39700; won: True; iter_time_steps = 144; Q(s,a) = 294.24006299040445; score = 1527.0; mean_score/100_episodes = 979.99; reward = 1064.0; mean_reward/100_episodes = 620.85; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.44, 2024-12-12 23:17:37
Episode no = 39800; won: False; iter_time_steps = 80; Q(s,a) = 224.84098966847162; score = 411.0; mean_score/100_episodes = 886.74; reward = 150.0; mean_reward/100_episodes = 545.18; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.36, 2024-12-12 23:19:36
Episode no = 39900; won: False; iter_time_steps = 115; Q(s,a) = 226.2266212190653; score = 986.0; mean_score/100_episodes = 802.77; reward = 437.0; mean_reward/100_episodes = 504.57; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.34, 2024-12-12 23:21:38
Episode no = 40000; won: False; iter_time_steps = 146; Q(s,a) = 227.9509800490893; score = 645.0; mean_score/100_episodes = 966.19; reward = 436.0; mean_reward/100_episodes = 604.48; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.41, 2024-12-12 23:23:48
Episode no = 40100; won: False; iter_time_steps = 115; Q(s,a) = 198.57773802855738; score = 456.0; mean_score/100_episodes = 970.9; reward = 394.0; mean_reward/100_episodes = 613.6; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.42, 2024-12-12 23:25:57
Episode no = 40200; won: True; iter_time_steps = 142; Q(s,a) = 268.86732295240853; score = 1329.0; mean_score/100_episodes = 975.58; reward = 1026.0; mean_reward/100_episodes = 609.63; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.42, 2024-12-12 23:28:06
Episode no = 40300; won: True; iter_time_steps = 164; Q(s,a) = 305.64809526270807; score = 1707.0; mean_score/100_episodes = 1006.05; reward = 1084.0; mean_reward/100_episodes = 626.99; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.49, 2024-12-12 23:30:11
Episode no = 40400; won: False; iter_time_steps = 88; Q(s,a) = 234.65534063995267; score = 533.0; mean_score/100_episodes = 880.27; reward = 285.0; mean_reward/100_episodes = 547.12; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.37, 2024-12-12 23:32:12
Episode no = 40500; won: True; iter_time_steps = 164; Q(s,a) = 266.97899365819643; score = 1707.0; mean_score/100_episodes = 995.47; reward = 1084.0; mean_reward/100_episodes = 610.6; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.45, 2024-12-12 23:34:16
Episode no = 40600; won: True; iter_time_steps = 156; Q(s,a) = 215.20300690493235; score = 1515.0; mean_score/100_episodes = 1025.78; reward = 1041.0; mean_reward/100_episodes = 633.13; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.47, 2024-12-12 23:36:24
Episode no = 40700; won: False; iter_time_steps = 86; Q(s,a) = 224.3401464814959; score = 435.0; mean_score/100_episodes = 825.05; reward = 177.0; mean_reward/100_episodes = 508.71; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.37, 2024-12-12 23:38:19
Episode no = 40800; won: False; iter_time_steps = 98; Q(s,a) = 209.06290762174993; score = 253.0; mean_score/100_episodes = 738.6; reward = 169.0; mean_reward/100_episodes = 441.38; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.3, 2024-12-12 23:40:14
Episode no = 40900; won: True; iter_time_steps = 149; Q(s,a) = 329.516884740146; score = 1522.0; mean_score/100_episodes = 851.91; reward = 1059.0; mean_reward/100_episodes = 523.39; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.36, 2024-12-12 23:42:13
Episode no = 41000; won: False; iter_time_steps = 91; Q(s,a) = 214.32203702312063; score = 330.0; mean_score/100_episodes = 749.38; reward = 253.0; mean_reward/100_episodes = 458.4; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.32, 2024-12-12 23:44:08
Episode no = 41100; won: True; iter_time_steps = 147; Q(s,a) = 332.66715154809754; score = 1724.0; mean_score/100_episodes = 909.51; reward = 1112.0; mean_reward/100_episodes = 561.49; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.42, 2024-12-12 23:46:07
Episode no = 41200; won: False; iter_time_steps = 71; Q(s,a) = 203.9520660433256; score = 250.0; mean_score/100_episodes = 914.72; reward = 152.0; mean_reward/100_episodes = 565.84; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.45, 2024-12-12 23:48:08
Episode no = 41300; won: True; iter_time_steps = 140; Q(s,a) = 331.6113846749892; score = 1731.0; mean_score/100_episodes = 968.27; reward = 1108.0; mean_reward/100_episodes = 598.6; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.44, 2024-12-12 23:50:07
Episode no = 41400; won: False; iter_time_steps = 171; Q(s,a) = 220.23317650432847; score = 590.0; mean_score/100_episodes = 880.76; reward = 378.0; mean_reward/100_episodes = 542.16; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.4, 2024-12-12 23:52:05
Episode no = 41500; won: True; iter_time_steps = 181; Q(s,a) = 336.186826976997; score = 1890.0; mean_score/100_episodes = 803.58; reward = 1107.0; mean_reward/100_episodes = 486.82; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.34, 2024-12-12 23:53:57
Episode no = 41600; won: False; iter_time_steps = 127; Q(s,a) = 196.54145167249342; score = 604.0; mean_score/100_episodes = 926.02; reward = 389.0; mean_reward/100_episodes = 599.55; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.44, 2024-12-12 23:56:09
Episode no = 41700; won: False; iter_time_steps = 12; Q(s,a) = 198.52276448417402; score = -411.0; mean_score/100_episodes = 844.72; reward = -390.0; mean_reward/100_episodes = 511.45; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.4, 2024-12-12 23:58:16
Episode no = 41800; won: False; iter_time_steps = 54; Q(s,a) = 227.93103512915906; score = 87.0; mean_score/100_episodes = 883.99; reward = -29.0; mean_reward/100_episodes = 561.58; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.45, 2024-12-13 00:00:24
