Episode no = 100; won: False; iter_time_steps = 10; Q(s,a) = -0.14954057989401956; score = -509.0; mean_score/100_episodes = -509.04; reward = -509.0; mean_reward/100_episodes = -508.99; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.9866666666666667, win percentage = 0.0, 2024-12-10 14:19:41
Episode no = 19600; won: False; iter_time_steps = 6; Q(s,a) = -6.977273283052476; score = -505.0; mean_score/100_episodes = -509.35; reward = -505.0; mean_reward/100_episodes = -509.3; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:44:56
Episode no = 19700; won: False; iter_time_steps = 7; Q(s,a) = -6.9219653397048555; score = -506.0; mean_score/100_episodes = -510.38; reward = -506.0; mean_reward/100_episodes = -510.57; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:45:04
Episode no = 19800; won: False; iter_time_steps = 7; Q(s,a) = -6.639408194885824; score = -506.0; mean_score/100_episodes = -510.15; reward = -506.0; mean_reward/100_episodes = -510.09; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:45:12
Episode no = 19900; won: False; iter_time_steps = 11; Q(s,a) = -6.686104243317125; score = -510.0; mean_score/100_episodes = -510.4; reward = -510.0; mean_reward/100_episodes = -510.37; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:45:20
Episode no = 20000; won: False; iter_time_steps = 9; Q(s,a) = -6.918429171411175; score = -508.0; mean_score/100_episodes = -509.89; reward = -508.0; mean_reward/100_episodes = -509.86; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:45:27
Episode no = 20100; won: False; iter_time_steps = 23; Q(s,a) = -6.964416654434789; score = -522.0; mean_score/100_episodes = -510.56; reward = -522.0; mean_reward/100_episodes = -510.56; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:45:35
Episode no = 20200; won: False; iter_time_steps = 8; Q(s,a) = -7.2697014125869055; score = -507.0; mean_score/100_episodes = -510.05; reward = -507.0; mean_reward/100_episodes = -510.04; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:45:43
Episode no = 20300; won: False; iter_time_steps = 17; Q(s,a) = -6.87260309017082; score = -516.0; mean_score/100_episodes = -509.73; reward = -516.0; mean_reward/100_episodes = -509.7; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:45:51
Episode no = 20400; won: False; iter_time_steps = 8; Q(s,a) = -7.022642068522847; score = -507.0; mean_score/100_episodes = -510.58; reward = -507.0; mean_reward/100_episodes = -510.56; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:45:59
Episode no = 20500; won: False; iter_time_steps = 11; Q(s,a) = -6.667562978974174; score = -510.0; mean_score/100_episodes = -510.69; reward = -510.0; mean_reward/100_episodes = -510.68; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:46:08
Episode no = 20600; won: False; iter_time_steps = 11; Q(s,a) = -7.089102531339531; score = -510.0; mean_score/100_episodes = -510.57; reward = -510.0; mean_reward/100_episodes = -510.45; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:46:16
Episode no = 20700; won: False; iter_time_steps = 44; Q(s,a) = -6.949941597518897; score = -543.0; mean_score/100_episodes = -509.93; reward = -543.0; mean_reward/100_episodes = -509.92; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:46:24
Episode no = 20800; won: False; iter_time_steps = 12; Q(s,a) = -7.247243527119121; score = -511.0; mean_score/100_episodes = -510.93; reward = -511.0; mean_reward/100_episodes = -510.92; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:46:33
Episode no = 20900; won: False; iter_time_steps = 8; Q(s,a) = -6.731633652849318; score = -507.0; mean_score/100_episodes = -510.46; reward = -507.0; mean_reward/100_episodes = -510.44; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:46:41
Episode no = 21000; won: False; iter_time_steps = 11; Q(s,a) = -7.0267773728892475; score = -510.0; mean_score/100_episodes = -509.78; reward = -510.0; mean_reward/100_episodes = -509.75; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:46:49
Episode no = 21100; won: False; iter_time_steps = 10; Q(s,a) = -7.292534346220551; score = -509.0; mean_score/100_episodes = -510.48; reward = -509.0; mean_reward/100_episodes = -510.45; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:46:57
Episode no = 21200; won: False; iter_time_steps = 7; Q(s,a) = -7.142734681061838; score = -506.0; mean_score/100_episodes = -509.8; reward = -506.0; mean_reward/100_episodes = -509.64; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:47:05
Episode no = 21300; won: False; iter_time_steps = 13; Q(s,a) = -6.98945343424711; score = -512.0; mean_score/100_episodes = -510.3; reward = -512.0; mean_reward/100_episodes = -510.16; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:47:13
Episode no = 21400; won: False; iter_time_steps = 26; Q(s,a) = -7.114224695409876; score = -525.0; mean_score/100_episodes = -510.66; reward = -525.0; mean_reward/100_episodes = -510.38; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:47:22
Episode no = 21500; won: False; iter_time_steps = 10; Q(s,a) = -6.948083643226454; score = -509.0; mean_score/100_episodes = -510.1; reward = -509.0; mean_reward/100_episodes = -509.92; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:47:30
Episode no = 21600; won: False; iter_time_steps = 10; Q(s,a) = -7.104452440025632; score = -509.0; mean_score/100_episodes = -510.2; reward = -509.0; mean_reward/100_episodes = -510.03; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:47:38
Episode no = 21700; won: False; iter_time_steps = 10; Q(s,a) = -7.236065576550857; score = -509.0; mean_score/100_episodes = -510.08; reward = -509.0; mean_reward/100_episodes = -509.9; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:47:47
Episode no = 21800; won: False; iter_time_steps = 10; Q(s,a) = -7.337890133930416; score = -509.0; mean_score/100_episodes = -510.22; reward = -509.0; mean_reward/100_episodes = -510.14; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:47:55
Episode no = 21900; won: False; iter_time_steps = 22; Q(s,a) = -7.43738914295324; score = -521.0; mean_score/100_episodes = -509.82; reward = -521.0; mean_reward/100_episodes = -509.7; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:48:04
Episode no = 22000; won: False; iter_time_steps = 10; Q(s,a) = -7.679725179187452; score = -509.0; mean_score/100_episodes = -510.27; reward = -509.0; mean_reward/100_episodes = -510.09; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:48:12
Episode no = 22100; won: False; iter_time_steps = 10; Q(s,a) = -7.641761088959735; score = -509.0; mean_score/100_episodes = -510.69; reward = -509.0; mean_reward/100_episodes = -510.43; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:48:21
Episode no = 22200; won: False; iter_time_steps = 15; Q(s,a) = -7.426521845928529; score = -504.0; mean_score/100_episodes = -510.9; reward = -503.0; mean_reward/100_episodes = -510.68; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:48:30
Episode no = 22300; won: False; iter_time_steps = 13; Q(s,a) = -7.4095608617096165; score = -512.0; mean_score/100_episodes = -509.43; reward = -512.0; mean_reward/100_episodes = -508.72; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:48:39
Episode no = 22400; won: False; iter_time_steps = 11; Q(s,a) = -7.340640985248825; score = -510.0; mean_score/100_episodes = -509.14; reward = -510.0; mean_reward/100_episodes = -509.07; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:48:47
Episode no = 22500; won: False; iter_time_steps = 7; Q(s,a) = -7.946394205510917; score = -506.0; mean_score/100_episodes = -510.99; reward = -506.0; mean_reward/100_episodes = -510.91; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:48:56
Episode no = 22600; won: False; iter_time_steps = 10; Q(s,a) = -7.986409325726031; score = -509.0; mean_score/100_episodes = -509.48; reward = -509.0; mean_reward/100_episodes = -509.29; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:49:04
Episode no = 22700; won: False; iter_time_steps = 11; Q(s,a) = -7.947697456514625; score = -510.0; mean_score/100_episodes = -509.47; reward = -510.0; mean_reward/100_episodes = -509.25; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:49:12
Episode no = 22800; won: False; iter_time_steps = 6; Q(s,a) = -8.07879658040289; score = -505.0; mean_score/100_episodes = -509.33; reward = -505.0; mean_reward/100_episodes = -509.36; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:49:20
Episode no = 22900; won: False; iter_time_steps = 6; Q(s,a) = -7.850917870427863; score = -505.0; mean_score/100_episodes = -511.03; reward = -505.0; mean_reward/100_episodes = -510.97; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:49:29
Episode no = 23000; won: False; iter_time_steps = 12; Q(s,a) = -8.080434726413003; score = -511.0; mean_score/100_episodes = -510.63; reward = -511.0; mean_reward/100_episodes = -510.41; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:49:38
Episode no = 23100; won: False; iter_time_steps = 28; Q(s,a) = -7.677907686284099; score = -527.0; mean_score/100_episodes = -510.74; reward = -527.0; mean_reward/100_episodes = -510.28; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:49:47
Episode no = 23200; won: False; iter_time_steps = 8; Q(s,a) = -7.891601951774887; score = -507.0; mean_score/100_episodes = -509.49; reward = -507.0; mean_reward/100_episodes = -509.41; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:49:55
Episode no = 23300; won: False; iter_time_steps = 16; Q(s,a) = -7.946538025306416; score = -505.0; mean_score/100_episodes = -509.81; reward = -504.0; mean_reward/100_episodes = -509.79; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:50:04
Episode no = 23400; won: False; iter_time_steps = 10; Q(s,a) = -8.18277450082373; score = -509.0; mean_score/100_episodes = -509.4; reward = -509.0; mean_reward/100_episodes = -508.84; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:50:12
Episode no = 23500; won: False; iter_time_steps = 10; Q(s,a) = -8.076446824932907; score = -509.0; mean_score/100_episodes = -509.13; reward = -509.0; mean_reward/100_episodes = -509.02; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:50:20
Episode no = 23600; won: False; iter_time_steps = 12; Q(s,a) = -8.074771351602054; score = -511.0; mean_score/100_episodes = -509.85; reward = -511.0; mean_reward/100_episodes = -509.6; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:50:29
Episode no = 23700; won: False; iter_time_steps = 16; Q(s,a) = -8.18075323190094; score = -515.0; mean_score/100_episodes = -511.02; reward = -515.0; mean_reward/100_episodes = -510.79; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:50:38
Episode no = 23800; won: False; iter_time_steps = 9; Q(s,a) = -8.109972271654446; score = -508.0; mean_score/100_episodes = -508.86; reward = -508.0; mean_reward/100_episodes = -508.46; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:50:47
Episode no = 23900; won: False; iter_time_steps = 6; Q(s,a) = -8.362120290384954; score = -505.0; mean_score/100_episodes = -508.96; reward = -505.0; mean_reward/100_episodes = -508.57; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:50:55
Episode no = 24000; won: False; iter_time_steps = 10; Q(s,a) = -8.145615556491272; score = -509.0; mean_score/100_episodes = -510.01; reward = -509.0; mean_reward/100_episodes = -509.63; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:51:04
Episode no = 24100; won: False; iter_time_steps = 9; Q(s,a) = -8.230490532960868; score = -508.0; mean_score/100_episodes = -508.79; reward = -508.0; mean_reward/100_episodes = -508.59; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:51:12
Episode no = 24200; won: False; iter_time_steps = 13; Q(s,a) = -8.022280742278888; score = -512.0; mean_score/100_episodes = -509.48; reward = -512.0; mean_reward/100_episodes = -509.04; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:51:21
Episode no = 24300; won: False; iter_time_steps = 9; Q(s,a) = -8.331207744838164; score = -508.0; mean_score/100_episodes = -510.2; reward = -508.0; mean_reward/100_episodes = -509.71; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:51:31
Episode no = 24400; won: False; iter_time_steps = 19; Q(s,a) = -8.054178852342721; score = -508.0; mean_score/100_episodes = -509.62; reward = -507.0; mean_reward/100_episodes = -509.29; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:51:40
Episode no = 24500; won: False; iter_time_steps = 8; Q(s,a) = -8.230939713290603; score = -507.0; mean_score/100_episodes = -509.42; reward = -507.0; mean_reward/100_episodes = -509.08; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:51:49
Episode no = 24600; won: False; iter_time_steps = 15; Q(s,a) = -8.063298898877356; score = -504.0; mean_score/100_episodes = -508.4; reward = -503.0; mean_reward/100_episodes = -507.99; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:51:57
Episode no = 24700; won: False; iter_time_steps = 18; Q(s,a) = -8.34345749922998; score = -517.0; mean_score/100_episodes = -510.54; reward = -517.0; mean_reward/100_episodes = -510.59; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:52:07
Episode no = 24800; won: False; iter_time_steps = 7; Q(s,a) = -7.949187609384799; score = -506.0; mean_score/100_episodes = -511.97; reward = -506.0; mean_reward/100_episodes = -511.32; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:52:18
Episode no = 24900; won: False; iter_time_steps = 15; Q(s,a) = -8.359307738577549; score = -504.0; mean_score/100_episodes = -510.36; reward = -492.0; mean_reward/100_episodes = -509.89; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:52:28
Episode no = 25000; won: False; iter_time_steps = 19; Q(s,a) = -7.0960684520676445; score = -508.0; mean_score/100_episodes = -510.09; reward = -507.0; mean_reward/100_episodes = -509.7; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:52:37
Episode no = 25100; won: False; iter_time_steps = 10; Q(s,a) = -8.578118119129972; score = -509.0; mean_score/100_episodes = -511.02; reward = -509.0; mean_reward/100_episodes = -510.86; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:52:47
Episode no = 25200; won: False; iter_time_steps = 15; Q(s,a) = -6.875657042058938; score = -504.0; mean_score/100_episodes = -511.34; reward = -503.0; mean_reward/100_episodes = -511.1; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:52:56
Episode no = 25300; won: False; iter_time_steps = 10; Q(s,a) = -8.31266475609632; score = -509.0; mean_score/100_episodes = -510.41; reward = -509.0; mean_reward/100_episodes = -510.22; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:53:05
Episode no = 25400; won: False; iter_time_steps = 14; Q(s,a) = -8.216626727350244; score = -513.0; mean_score/100_episodes = -510.29; reward = -513.0; mean_reward/100_episodes = -510.25; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:53:14
Episode no = 25500; won: False; iter_time_steps = 17; Q(s,a) = -6.705210244978855; score = -516.0; mean_score/100_episodes = -510.87; reward = -516.0; mean_reward/100_episodes = -510.79; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:53:24
Episode no = 25600; won: False; iter_time_steps = 9; Q(s,a) = -8.186950317278534; score = -508.0; mean_score/100_episodes = -510.93; reward = -508.0; mean_reward/100_episodes = -511.08; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:53:34
Episode no = 25700; won: False; iter_time_steps = 19; Q(s,a) = -7.819913580353376; score = -508.0; mean_score/100_episodes = -510.36; reward = -507.0; mean_reward/100_episodes = -510.07; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:53:43
Episode no = 25800; won: False; iter_time_steps = 19; Q(s,a) = -7.055421016007805; score = -518.0; mean_score/100_episodes = -509.55; reward = -518.0; mean_reward/100_episodes = -508.9; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:53:52
Episode no = 25900; won: False; iter_time_steps = 14; Q(s,a) = -7.644359108562331; score = -513.0; mean_score/100_episodes = -511.86; reward = -513.0; mean_reward/100_episodes = -511.3; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:54:03
Episode no = 26000; won: False; iter_time_steps = 23; Q(s,a) = -7.153165055390564; score = -512.0; mean_score/100_episodes = -512.28; reward = -500.0; mean_reward/100_episodes = -511.67; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:54:15
Episode no = 26100; won: False; iter_time_steps = 10; Q(s,a) = -8.239262422819166; score = -509.0; mean_score/100_episodes = -503.97; reward = -509.0; mean_reward/100_episodes = -507.27; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-10 14:54:28
Episode no = 26200; won: False; iter_time_steps = 20; Q(s,a) = -7.273219334237526; score = -509.0; mean_score/100_episodes = -510.04; reward = -508.0; mean_reward/100_episodes = -508.66; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:54:39
Episode no = 26300; won: False; iter_time_steps = 5; Q(s,a) = -8.062892798308422; score = -504.0; mean_score/100_episodes = -510.96; reward = -504.0; mean_reward/100_episodes = -510.16; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:54:50
Episode no = 26400; won: False; iter_time_steps = 16; Q(s,a) = -7.465581147539961; score = -515.0; mean_score/100_episodes = -510.06; reward = -515.0; mean_reward/100_episodes = -509.04; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:55:00
Episode no = 26500; won: False; iter_time_steps = 22; Q(s,a) = -6.07353437247243; score = -511.0; mean_score/100_episodes = -513.77; reward = -510.0; mean_reward/100_episodes = -511.91; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:55:14
Episode no = 26600; won: False; iter_time_steps = 11; Q(s,a) = -8.153516042512543; score = -510.0; mean_score/100_episodes = -513.15; reward = -510.0; mean_reward/100_episodes = -511.61; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:55:28
Episode no = 26700; won: False; iter_time_steps = 12; Q(s,a) = -7.521601588252572; score = -511.0; mean_score/100_episodes = -513.61; reward = -511.0; mean_reward/100_episodes = -512.69; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:55:41
Episode no = 26800; won: False; iter_time_steps = 11; Q(s,a) = -8.36101627684915; score = -510.0; mean_score/100_episodes = -516.08; reward = -510.0; mean_reward/100_episodes = -515.56; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:55:55
Episode no = 26900; won: False; iter_time_steps = 11; Q(s,a) = -8.236034664156133; score = -510.0; mean_score/100_episodes = -505.65; reward = -510.0; mean_reward/100_episodes = -508.49; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-10 14:56:10
Episode no = 27000; won: False; iter_time_steps = 27; Q(s,a) = -7.782692619440332; score = -516.0; mean_score/100_episodes = -505.9; reward = -504.0; mean_reward/100_episodes = -508.11; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-10 14:56:26
Episode no = 27100; won: False; iter_time_steps = 11; Q(s,a) = -8.224247851152619; score = -510.0; mean_score/100_episodes = -516.15; reward = -510.0; mean_reward/100_episodes = -514.42; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:56:42
Episode no = 27200; won: False; iter_time_steps = 11; Q(s,a) = -8.022886464771382; score = -510.0; mean_score/100_episodes = -506.02; reward = -510.0; mean_reward/100_episodes = -507.86; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-10 14:56:58
Episode no = 27300; won: False; iter_time_steps = 9; Q(s,a) = -7.3911359957336265; score = -508.0; mean_score/100_episodes = -503.21; reward = -508.0; mean_reward/100_episodes = -505.98; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-10 14:57:10
Episode no = 27400; won: False; iter_time_steps = 17; Q(s,a) = -7.361811501148145; score = -516.0; mean_score/100_episodes = -503.98; reward = -516.0; mean_reward/100_episodes = -506.44; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-10 14:57:25
Episode no = 27500; won: False; iter_time_steps = 23; Q(s,a) = -6.312230999126323; score = -512.0; mean_score/100_episodes = -501.26; reward = -511.0; mean_reward/100_episodes = -503.38; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-10 14:57:37
Episode no = 27600; won: False; iter_time_steps = 27; Q(s,a) = -6.7501751955233695; score = -516.0; mean_score/100_episodes = -502.54; reward = -515.0; mean_reward/100_episodes = -505.41; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-10 14:57:49
Episode no = 27700; won: False; iter_time_steps = 31; Q(s,a) = -4.589457374955948; score = -520.0; mean_score/100_episodes = -513.56; reward = -519.0; mean_reward/100_episodes = -512.3; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-10 14:58:03
