Episode no = 100; won: False; iter_time_steps = 278; Q(s,a) = -0.8447302828915649; score = -567.0; mean_score/100_episodes = -526.07; reward = -546.0; mean_reward/100_episodes = -521.13; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.9866666666666667, win percentage = 0.0, 2024-12-10 02:00:52
Episode no = 8100; won: False; iter_time_steps = 179; Q(s,a) = 175.2207174279093; score = 842.0; mean_score/100_episodes = 943.01; reward = 476.0; mean_reward/100_episodes = 469.34; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.35, 2024-12-10 07:10:01
Episode no = 8200; won: True; iter_time_steps = 168; Q(s,a) = 208.83613654078147; score = 1903.0; mean_score/100_episodes = 1147.81; reward = 1142.0; mean_reward/100_episodes = 631.12; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.47, 2024-12-10 07:13:12
Episode no = 8300; won: False; iter_time_steps = 98; Q(s,a) = 173.64096875873614; score = 583.0; mean_score/100_episodes = 1182.94; reward = 363.0; mean_reward/100_episodes = 658.4; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.46, 2024-12-10 07:16:09
Episode no = 8400; won: False; iter_time_steps = 58; Q(s,a) = 176.09370635262292; score = -107.0; mean_score/100_episodes = 1230.7; reward = -73.0; mean_reward/100_episodes = 681.48; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.5, 2024-12-10 07:18:59
Episode no = 8500; won: False; iter_time_steps = 374; Q(s,a) = 175.24951477633778; score = 407.0; mean_score/100_episodes = 1198.3; reward = 197.0; mean_reward/100_episodes = 670.19; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.52, 2024-12-10 07:21:35
Episode no = 8600; won: True; iter_time_steps = 178; Q(s,a) = 179.2441398056386; score = 1893.0; mean_score/100_episodes = 1416.41; reward = 1132.0; mean_reward/100_episodes = 799.63; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.63, 2024-12-10 07:24:23
Episode no = 8700; won: True; iter_time_steps = 192; Q(s,a) = 174.73354891769216; score = 1879.0; mean_score/100_episodes = 1199.89; reward = 1129.0; mean_reward/100_episodes = 667.0; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.52, 2024-12-10 07:27:14
Episode no = 8800; won: True; iter_time_steps = 193; Q(s,a) = 174.15981941641115; score = 1478.0; mean_score/100_episodes = 1131.99; reward = 1004.0; mean_reward/100_episodes = 605.14; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.46, 2024-12-10 07:30:51
Episode no = 8900; won: False; iter_time_steps = 490; Q(s,a) = 184.67024157772653; score = 571.0; mean_score/100_episodes = 1221.38; reward = 158.0; mean_reward/100_episodes = 678.69; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.48, 2024-12-10 07:33:41
Episode no = 9000; won: True; iter_time_steps = 195; Q(s,a) = 180.8653314842057; score = 1676.0; mean_score/100_episodes = 1332.31; reward = 1064.0; mean_reward/100_episodes = 749.32; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.54, 2024-12-10 07:36:34
Episode no = 9100; won: False; iter_time_steps = 52; Q(s,a) = 173.17756425437406; score = -81.0; mean_score/100_episodes = 1372.16; reward = -34.0; mean_reward/100_episodes = 776.27; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.57, 2024-12-10 07:39:34
Episode no = 9200; won: False; iter_time_steps = 162; Q(s,a) = 180.9854697257081; score = 839.0; mean_score/100_episodes = 1306.61; reward = 482.0; mean_reward/100_episodes = 745.06; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.53, 2024-12-10 07:42:19
Episode no = 9300; won: False; iter_time_steps = 978; Q(s,a) = 176.39323459631188; score = 283.0; mean_score/100_episodes = 1338.91; reward = -239.0; mean_reward/100_episodes = 761.88; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.56, 2024-12-10 07:45:16
Episode no = 9400; won: False; iter_time_steps = 78; Q(s,a) = 172.1596521662047; score = 63.0; mean_score/100_episodes = 1419.98; reward = 116.0; mean_reward/100_episodes = 789.27; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.65, 2024-12-10 07:48:15
Episode no = 9500; won: True; iter_time_steps = 161; Q(s,a) = 209.03903186399734; score = 1710.0; mean_score/100_episodes = 1404.4; reward = 1087.0; mean_reward/100_episodes = 805.58; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.63, 2024-12-10 07:51:22
Episode no = 9600; won: True; iter_time_steps = 153; Q(s,a) = 174.78527245899642; score = 2118.0; mean_score/100_episodes = 1527.62; reward = 1219.0; mean_reward/100_episodes = 876.47; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.7, 2024-12-10 07:54:06
Episode no = 9700; won: True; iter_time_steps = 329; Q(s,a) = 175.3054233119994; score = 1942.0; mean_score/100_episodes = 1521.28; reward = 1032.0; mean_reward/100_episodes = 863.81; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.65, 2024-12-10 07:56:35
Episode no = 9800; won: False; iter_time_steps = 190; Q(s,a) = 176.1474928196417; score = 1031.0; mean_score/100_episodes = 1463.37; reward = 465.0; mean_reward/100_episodes = 846.26; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.64, 2024-12-10 07:59:18
Episode no = 9900; won: True; iter_time_steps = 519; Q(s,a) = 188.95906850495277; score = 1752.0; mean_score/100_episodes = 1363.35; reward = 780.0; mean_reward/100_episodes = 772.4; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.58, 2024-12-10 08:01:52
Episode no = 10000; won: False; iter_time_steps = 122; Q(s,a) = 205.54107074656537; score = 1029.0; mean_score/100_episodes = 1372.69; reward = 496.0; mean_reward/100_episodes = 785.93; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.6, 2024-12-10 08:04:20
Episode no = 10100; won: True; iter_time_steps = 182; Q(s,a) = 175.37750595356192; score = 2089.0; mean_score/100_episodes = 1390.66; reward = 1179.0; mean_reward/100_episodes = 819.13; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.63, 2024-12-10 08:06:54
Episode no = 10200; won: True; iter_time_steps = 172; Q(s,a) = 206.52726178430603; score = 1899.0; mean_score/100_episodes = 1411.38; reward = 1116.0; mean_reward/100_episodes = 804.6; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.62, 2024-12-10 08:09:47
Episode no = 10300; won: True; iter_time_steps = 170; Q(s,a) = 175.17876546977135; score = 1901.0; mean_score/100_episodes = 1361.67; reward = 1129.0; mean_reward/100_episodes = 759.71; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.58, 2024-12-10 08:12:35
Episode no = 10400; won: False; iter_time_steps = 26; Q(s,a) = 175.34830253271545; score = -305.0; mean_score/100_episodes = 1389.22; reward = -283.0; mean_reward/100_episodes = 784.75; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.56, 2024-12-10 08:15:12
Episode no = 10500; won: True; iter_time_steps = 151; Q(s,a) = 178.28885018550122; score = 1720.0; mean_score/100_episodes = 1420.72; reward = 1097.0; mean_reward/100_episodes = 799.99; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.58, 2024-12-10 08:17:41
Episode no = 10600; won: False; iter_time_steps = 64; Q(s,a) = 177.62364324787026; score = 7.0; mean_score/100_episodes = 1411.88; reward = 75.0; mean_reward/100_episodes = 793.82; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.61, 2024-12-10 08:20:53
Episode no = 10700; won: False; iter_time_steps = 82; Q(s,a) = 171.76486804643892; score = 539.0; mean_score/100_episodes = 1446.51; reward = 251.0; mean_reward/100_episodes = 816.86; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.66, 2024-12-10 08:23:59
Episode no = 10800; won: False; iter_time_steps = 316; Q(s,a) = 171.75940225409852; score = 945.0; mean_score/100_episodes = 1457.85; reward = 372.0; mean_reward/100_episodes = 825.23; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.67, 2024-12-10 08:26:49
Episode no = 10900; won: True; iter_time_steps = 197; Q(s,a) = 169.33123948257153; score = 1874.0; mean_score/100_episodes = 1312.76; reward = 1102.0; mean_reward/100_episodes = 726.39; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.53, 2024-12-10 08:29:49
Episode no = 11000; won: False; iter_time_steps = 163; Q(s,a) = 180.1959962888372; score = 1058.0; mean_score/100_episodes = 1445.76; reward = 492.0; mean_reward/100_episodes = 829.04; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.64, 2024-12-10 08:32:37
Episode no = 11100; won: False; iter_time_steps = 219; Q(s,a) = 181.11944887322855; score = 802.0; mean_score/100_episodes = 1326.72; reward = 447.0; mean_reward/100_episodes = 724.55; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.54, 2024-12-10 08:35:55
Episode no = 11200; won: False; iter_time_steps = 140; Q(s,a) = 176.56228220135435; score = 1031.0; mean_score/100_episodes = 1456.29; reward = 460.0; mean_reward/100_episodes = 829.05; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.64, 2024-12-10 08:38:37
Episode no = 11300; won: True; iter_time_steps = 170; Q(s,a) = 168.19911042553858; score = 1701.0; mean_score/100_episodes = 1407.55; reward = 1089.0; mean_reward/100_episodes = 806.33; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.62, 2024-12-10 08:41:33
Episode no = 11400; won: False; iter_time_steps = 189; Q(s,a) = 171.49135193657892; score = 542.0; mean_score/100_episodes = 1420.96; reward = 327.0; mean_reward/100_episodes = 825.62; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.64, 2024-12-10 08:44:00
Episode no = 11500; won: True; iter_time_steps = 151; Q(s,a) = 170.7476557989832; score = 1520.0; mean_score/100_episodes = 1515.35; reward = 1046.0; mean_reward/100_episodes = 876.01; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.7, 2024-12-10 08:46:21
Episode no = 11600; won: True; iter_time_steps = 165; Q(s,a) = 171.00333471325703; score = 1906.0; mean_score/100_episodes = 1418.34; reward = 1134.0; mean_reward/100_episodes = 814.63; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.65, 2024-12-10 08:49:00
Episode no = 11700; won: True; iter_time_steps = 178; Q(s,a) = 170.36376279691063; score = 1693.0; mean_score/100_episodes = 1414.57; reward = 1092.0; mean_reward/100_episodes = 812.19; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.61, 2024-12-10 08:51:45
Episode no = 11800; won: True; iter_time_steps = 191; Q(s,a) = 215.8889947560933; score = 2080.0; mean_score/100_episodes = 1306.31; reward = 1148.0; mean_reward/100_episodes = 749.72; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.57, 2024-12-10 08:54:14
Episode no = 11900; won: True; iter_time_steps = 173; Q(s,a) = 169.68649654530276; score = 2098.0; mean_score/100_episodes = 1488.75; reward = 1188.0; mean_reward/100_episodes = 858.82; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.69, 2024-12-10 08:56:58
Episode no = 12000; won: True; iter_time_steps = 223; Q(s,a) = 169.97149680494974; score = 1848.0; mean_score/100_episodes = 1379.46; reward = 1087.0; mean_reward/100_episodes = 796.76; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.61, 2024-12-10 08:59:31
Episode no = 12100; won: True; iter_time_steps = 168; Q(s,a) = 169.83981426594156; score = 1503.0; mean_score/100_episodes = 1305.04; reward = 1040.0; mean_reward/100_episodes = 736.57; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.51, 2024-12-10 09:02:24
Episode no = 12200; won: True; iter_time_steps = 164; Q(s,a) = 190.17815356509377; score = 2107.0; mean_score/100_episodes = 1424.46; reward = 1175.0; mean_reward/100_episodes = 820.06; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.67, 2024-12-10 09:05:11
Episode no = 12300; won: True; iter_time_steps = 252; Q(s,a) = 183.99604660553118; score = 1819.0; mean_score/100_episodes = 1490.75; reward = 1047.0; mean_reward/100_episodes = 840.27; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.69, 2024-12-10 09:07:41
Episode no = 12400; won: False; iter_time_steps = 145; Q(s,a) = 211.80702950678685; score = 656.0; mean_score/100_episodes = 1360.62; reward = 426.0; mean_reward/100_episodes = 786.45; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.62, 2024-12-10 09:10:02
Episode no = 12500; won: True; iter_time_steps = 170; Q(s,a) = 167.52371787662264; score = 2101.0; mean_score/100_episodes = 1196.25; reward = 1180.0; mean_reward/100_episodes = 695.79; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.55, 2024-12-10 09:12:22
Episode no = 12600; won: True; iter_time_steps = 216; Q(s,a) = 169.0816689377603; score = 1655.0; mean_score/100_episodes = 1364.05; reward = 1043.0; mean_reward/100_episodes = 806.57; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.65, 2024-12-10 09:14:45
Episode no = 12700; won: True; iter_time_steps = 144; Q(s,a) = 169.42741520951793; score = 1727.0; mean_score/100_episodes = 1239.48; reward = 1104.0; mean_reward/100_episodes = 726.91; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.56, 2024-12-10 09:17:36
Episode no = 12800; won: False; iter_time_steps = 106; Q(s,a) = 162.32207865992373; score = 525.0; mean_score/100_episodes = 1307.22; reward = 289.0; mean_reward/100_episodes = 769.17; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.58, 2024-12-10 09:20:11
Episode no = 12900; won: True; iter_time_steps = 175; Q(s,a) = 168.04813277442378; score = 2096.0; mean_score/100_episodes = 1462.04; reward = 1186.0; mean_reward/100_episodes = 873.08; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.72, 2024-12-10 09:22:33
Episode no = 13000; won: True; iter_time_steps = 238; Q(s,a) = 170.16078993156273; score = 2033.0; mean_score/100_episodes = 1447.97; reward = 1101.0; mean_reward/100_episodes = 852.11; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.64, 2024-12-10 09:25:08
Episode no = 13100; won: False; iter_time_steps = 121; Q(s,a) = 189.31006359336533; score = 1020.0; mean_score/100_episodes = 1495.77; reward = 559.0; mean_reward/100_episodes = 890.4; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.74, 2024-12-10 09:27:45
Episode no = 13200; won: True; iter_time_steps = 168; Q(s,a) = 162.2683205128551; score = 2103.0; mean_score/100_episodes = 1347.48; reward = 1193.0; mean_reward/100_episodes = 788.54; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.63, 2024-12-10 09:30:45
Episode no = 13300; won: False; iter_time_steps = 267; Q(s,a) = 197.3071866323539; score = 994.0; mean_score/100_episodes = 1378.63; reward = 472.0; mean_reward/100_episodes = 824.36; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.67, 2024-12-10 09:33:23
Episode no = 13400; won: True; iter_time_steps = 144; Q(s,a) = 163.37339628556487; score = 1527.0; mean_score/100_episodes = 1522.98; reward = 1064.0; mean_reward/100_episodes = 899.38; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.72, 2024-12-10 09:36:23
Episode no = 13500; won: False; iter_time_steps = 31; Q(s,a) = 168.57886669354878; score = -310.0; mean_score/100_episodes = 1477.18; reward = -288.0; mean_reward/100_episodes = 864.22; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.72, 2024-12-10 09:39:12
Episode no = 13600; won: True; iter_time_steps = 201; Q(s,a) = 201.52949908070576; score = 2070.0; mean_score/100_episodes = 1505.08; reward = 1160.0; mean_reward/100_episodes = 872.04; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.72, 2024-12-10 09:42:05
Episode no = 13700; won: True; iter_time_steps = 166; Q(s,a) = 199.7477158287476; score = 2105.0; mean_score/100_episodes = 1497.99; reward = 1184.0; mean_reward/100_episodes = 877.63; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.71, 2024-12-10 09:44:39
Episode no = 13800; won: False; iter_time_steps = 59; Q(s,a) = 179.76897126950632; score = 122.0; mean_score/100_episodes = 1422.93; reward = 72.0; mean_reward/100_episodes = 812.14; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.65, 2024-12-10 09:47:23
Episode no = 13900; won: True; iter_time_steps = 157; Q(s,a) = 168.11697453459058; score = 1914.0; mean_score/100_episodes = 1467.8; reward = 1142.0; mean_reward/100_episodes = 864.24; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.73, 2024-12-10 09:49:55
Episode no = 14000; won: True; iter_time_steps = 247; Q(s,a) = 166.12527335330444; score = 2024.0; mean_score/100_episodes = 1498.49; reward = 1012.0; mean_reward/100_episodes = 880.94; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.72, 2024-12-10 09:52:34
Episode no = 14100; won: True; iter_time_steps = 190; Q(s,a) = 164.74352687453012; score = 2081.0; mean_score/100_episodes = 1441.88; reward = 1149.0; mean_reward/100_episodes = 866.43; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.7, 2024-12-10 09:55:10
Episode no = 14200; won: True; iter_time_steps = 170; Q(s,a) = 168.7375081829947; score = 2101.0; mean_score/100_episodes = 1482.32; reward = 1191.0; mean_reward/100_episodes = 875.18; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.71, 2024-12-10 09:57:45
Episode no = 14300; won: True; iter_time_steps = 166; Q(s,a) = 170.29056154045574; score = 1505.0; mean_score/100_episodes = 1400.16; reward = 1042.0; mean_reward/100_episodes = 836.06; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.66, 2024-12-10 10:00:18
Episode no = 14400; won: False; iter_time_steps = 122; Q(s,a) = 166.24667186431233; score = 1019.0; mean_score/100_episodes = 1323.72; reward = 507.0; mean_reward/100_episodes = 780.85; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.59, 2024-12-10 10:02:56
Episode no = 14500; won: True; iter_time_steps = 548; Q(s,a) = 162.31655041409945; score = 1123.0; mean_score/100_episodes = 1388.8; reward = 660.0; mean_reward/100_episodes = 824.64; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.66, 2024-12-10 10:05:27
Episode no = 14600; won: False; iter_time_steps = 119; Q(s,a) = 173.89169356318638; score = 1032.0; mean_score/100_episodes = 1432.01; reward = 572.0; mean_reward/100_episodes = 846.46; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.67, 2024-12-10 10:08:07
Episode no = 14700; won: True; iter_time_steps = 162; Q(s,a) = 172.57918702145574; score = 1909.0; mean_score/100_episodes = 1505.45; reward = 1148.0; mean_reward/100_episodes = 900.37; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.77, 2024-12-10 10:10:50
Episode no = 14800; won: True; iter_time_steps = 153; Q(s,a) = 166.0890748863079; score = 2118.0; mean_score/100_episodes = 1436.31; reward = 1208.0; mean_reward/100_episodes = 863.59; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.73, 2024-12-10 10:13:19
Episode no = 14900; won: True; iter_time_steps = 299; Q(s,a) = 168.88967329944845; score = 1572.0; mean_score/100_episodes = 1388.42; reward = 949.0; mean_reward/100_episodes = 851.63; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.71, 2024-12-10 10:15:53
Episode no = 15000; won: False; iter_time_steps = 67; Q(s,a) = 160.69728364815444; score = 374.0; mean_score/100_episodes = 1495.9; reward = 181.0; mean_reward/100_episodes = 909.03; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.76, 2024-12-10 10:18:20
Episode no = 15100; won: True; iter_time_steps = 172; Q(s,a) = 163.02212261188413; score = 1499.0; mean_score/100_episodes = 1459.13; reward = 1036.0; mean_reward/100_episodes = 881.14; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.75, 2024-12-10 10:20:52
Episode no = 15200; won: True; iter_time_steps = 153; Q(s,a) = 166.03250121018075; score = 1718.0; mean_score/100_episodes = 1398.92; reward = 1095.0; mean_reward/100_episodes = 838.96; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.7, 2024-12-10 10:23:24
Episode no = 15300; won: False; iter_time_steps = 170; Q(s,a) = 164.42878574537156; score = 831.0; mean_score/100_episodes = 1492.43; reward = 412.0; mean_reward/100_episodes = 895.03; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.78, 2024-12-10 10:26:02
Episode no = 15400; won: True; iter_time_steps = 152; Q(s,a) = 166.0915006423027; score = 1519.0; mean_score/100_episodes = 1478.34; reward = 1056.0; mean_reward/100_episodes = 891.88; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.72, 2024-12-10 10:28:26
Episode no = 15500; won: False; iter_time_steps = 255; Q(s,a) = 164.87502203299994; score = 936.0; mean_score/100_episodes = 1458.41; reward = 418.0; mean_reward/100_episodes = 877.8; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.72, 2024-12-10 10:30:52
Episode no = 15600; won: False; iter_time_steps = 186; Q(s,a) = 164.16372916461873; score = 875.0; mean_score/100_episodes = 1372.82; reward = 513.0; mean_reward/100_episodes = 830.18; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.68, 2024-12-10 10:33:18
Episode no = 15700; won: False; iter_time_steps = 129; Q(s,a) = 162.47139936868302; score = 602.0; mean_score/100_episodes = 1419.08; reward = 387.0; mean_reward/100_episodes = 849.96; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.71, 2024-12-10 10:36:09
Episode no = 15800; won: False; iter_time_steps = 69; Q(s,a) = 162.54270332730596; score = -28.0; mean_score/100_episodes = 1409.78; reward = 15.0; mean_reward/100_episodes = 858.92; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.7, 2024-12-10 10:38:35
Episode no = 15900; won: True; iter_time_steps = 182; Q(s,a) = 171.22136016538525; score = 2089.0; mean_score/100_episodes = 1428.65; reward = 1128.0; mean_reward/100_episodes = 861.71; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.7, 2024-12-10 10:41:06
Episode no = 16000; won: False; iter_time_steps = 68; Q(s,a) = 159.98649928573045; score = -7.0; mean_score/100_episodes = 1459.64; reward = 49.0; mean_reward/100_episodes = 892.37; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.76, 2024-12-10 10:43:29
Episode no = 16100; won: True; iter_time_steps = 139; Q(s,a) = 165.47038213801122; score = 1532.0; mean_score/100_episodes = 1422.06; reward = 1069.0; mean_reward/100_episodes = 865.66; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.73, 2024-12-10 10:45:46
