Episode no = 100; won: False; iter_time_steps = 9; Q(s,a) = -0.15167672727035353; score = -508.0; mean_score/100_episodes = -510.03; reward = -508.0; mean_reward/100_episodes = -509.86; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.9866666666666667, win percentage = 0.0, 2024-12-20 09:24:01
Episode no = 47900; won: True; iter_time_steps = 26; Q(s,a) = 100.64470802791493; score = 495.0; mean_score/100_episodes = -330.33; reward = 86.0; mean_reward/100_episodes = -403.56; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.18, 2024-12-20 10:51:45
Episode no = 48000; won: False; iter_time_steps = 7; Q(s,a) = 3.0785204279607425; score = -506.0; mean_score/100_episodes = -329.8; reward = -506.0; mean_reward/100_episodes = -402.98; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.18, 2024-12-20 10:51:56
Episode no = 48100; won: False; iter_time_steps = 6; Q(s,a) = 5.804813819590068; score = -505.0; mean_score/100_episodes = -300.64; reward = -505.0; mean_reward/100_episodes = -385.82; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.21, 2024-12-20 10:52:08
Episode no = 48200; won: False; iter_time_steps = 21; Q(s,a) = 10.238085938323206; score = -510.0; mean_score/100_episodes = -339.0; reward = -509.0; mean_reward/100_episodes = -407.48; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.17, 2024-12-20 10:52:19
Episode no = 48300; won: False; iter_time_steps = 13; Q(s,a) = 10.439541469054237; score = -502.0; mean_score/100_episodes = -321.78; reward = -501.0; mean_reward/100_episodes = -398.85; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.19, 2024-12-20 10:52:33
Episode no = 48400; won: True; iter_time_steps = 26; Q(s,a) = 97.73418329953329; score = 495.0; mean_score/100_episodes = -362.25; reward = 86.0; mean_reward/100_episodes = -422.93; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.15, 2024-12-20 10:52:46
Episode no = 48500; won: False; iter_time_steps = 18; Q(s,a) = 3.975382942413804; score = -517.0; mean_score/100_episodes = -394.54; reward = -517.0; mean_reward/100_episodes = -442.62; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.12, 2024-12-20 10:53:00
Episode no = 48600; won: False; iter_time_steps = 13; Q(s,a) = 9.60257042823957; score = -502.0; mean_score/100_episodes = -349.75; reward = -501.0; mean_reward/100_episodes = -414.51; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.16, 2024-12-20 10:53:12
Episode no = 48700; won: False; iter_time_steps = 5; Q(s,a) = 3.412341410924651; score = -504.0; mean_score/100_episodes = -372.97; reward = -504.0; mean_reward/100_episodes = -429.55; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.14, 2024-12-20 10:53:27
Episode no = 48800; won: False; iter_time_steps = 7; Q(s,a) = 3.1918491535918867; score = -506.0; mean_score/100_episodes = -368.8; reward = -506.0; mean_reward/100_episodes = -424.96; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.14, 2024-12-20 10:53:38
Episode no = 48900; won: True; iter_time_steps = 36; Q(s,a) = 63.87433502818615; score = 485.0; mean_score/100_episodes = -310.03; reward = 76.0; mean_reward/100_episodes = -390.8; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.2, 2024-12-20 10:53:50
Episode no = 49000; won: False; iter_time_steps = 15; Q(s,a) = 6.594196682239124; score = -504.0; mean_score/100_episodes = -349.42; reward = -503.0; mean_reward/100_episodes = -413.46; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.16, 2024-12-20 10:54:01
Episode no = 49100; won: False; iter_time_steps = 21; Q(s,a) = 66.60100099571699; score = -510.0; mean_score/100_episodes = -279.74; reward = -509.0; mean_reward/100_episodes = -372.82; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.23, 2024-12-20 10:54:14
Episode no = 49200; won: False; iter_time_steps = 19; Q(s,a) = 2.828016477989956; score = -508.0; mean_score/100_episodes = -311.01; reward = -496.0; mean_reward/100_episodes = -392.03; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.2, 2024-12-20 10:54:27
Episode no = 49300; won: False; iter_time_steps = 13; Q(s,a) = 7.407989051539224; score = -502.0; mean_score/100_episodes = -389.52; reward = -501.0; mean_reward/100_episodes = -437.77; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.12, 2024-12-20 10:54:38
Episode no = 49400; won: False; iter_time_steps = 8; Q(s,a) = 3.931336267416578; score = -507.0; mean_score/100_episodes = -372.04; reward = -507.0; mean_reward/100_episodes = -428.25; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.14, 2024-12-20 10:54:51
Episode no = 49500; won: True; iter_time_steps = 38; Q(s,a) = 96.58346733405035; score = 483.0; mean_score/100_episodes = -378.2; reward = 74.0; mean_reward/100_episodes = -430.24; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.13, 2024-12-20 10:55:02
Episode no = 49600; won: True; iter_time_steps = 22; Q(s,a) = 96.99416264207251; score = 499.0; mean_score/100_episodes = -272.49; reward = 90.0; mean_reward/100_episodes = -370.03; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.24, 2024-12-20 10:55:16
Episode no = 49700; won: False; iter_time_steps = 23; Q(s,a) = 33.744731136295236; score = -512.0; mean_score/100_episodes = -351.21; reward = -511.0; mean_reward/100_episodes = -415.95; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.16, 2024-12-20 10:55:28
Episode no = 49800; won: False; iter_time_steps = 28; Q(s,a) = 0.7933115991948108; score = -517.0; mean_score/100_episodes = -320.39; reward = -516.0; mean_reward/100_episodes = -397.25; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.19, 2024-12-20 10:55:40
Episode no = 49900; won: False; iter_time_steps = 6; Q(s,a) = -0.9046139917570106; score = -505.0; mean_score/100_episodes = -371.69; reward = -505.0; mean_reward/100_episodes = -427.64; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.14, 2024-12-20 10:55:52
Episode no = 50000; won: False; iter_time_steps = 14; Q(s,a) = -0.2034144520567973; score = -513.0; mean_score/100_episodes = -414.11; reward = -513.0; mean_reward/100_episodes = -453.5; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.1, 2024-12-20 10:56:07
Episode no = 50100; won: False; iter_time_steps = 5; Q(s,a) = 3.188670717280229; score = -504.0; mean_score/100_episodes = -363.05; reward = -504.0; mean_reward/100_episodes = -423.32; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.15, 2024-12-20 10:56:21
Episode no = 50200; won: False; iter_time_steps = 8; Q(s,a) = 2.504804431826485; score = -507.0; mean_score/100_episodes = -383.67; reward = -507.0; mean_reward/100_episodes = -435.59; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.13, 2024-12-20 10:56:35
Episode no = 50300; won: False; iter_time_steps = 11; Q(s,a) = 0.9170353502585904; score = -510.0; mean_score/100_episodes = -345.05; reward = -510.0; mean_reward/100_episodes = -413.52; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.17, 2024-12-20 10:56:50
Episode no = 50400; won: True; iter_time_steps = 22; Q(s,a) = 100.70416448459005; score = 499.0; mean_score/100_episodes = -332.01; reward = 90.0; mean_reward/100_episodes = -404.99; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.18, 2024-12-20 10:57:04
Episode no = 50500; won: False; iter_time_steps = 6; Q(s,a) = 0.5026069223625922; score = -505.0; mean_score/100_episodes = -350.23; reward = -505.0; mean_reward/100_episodes = -414.66; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.16, 2024-12-20 10:57:16
Episode no = 50600; won: False; iter_time_steps = 33; Q(s,a) = 7.892872332776097; score = -522.0; mean_score/100_episodes = -394.12; reward = -521.0; mean_reward/100_episodes = -442.24; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.12, 2024-12-20 10:57:30
Episode no = 50700; won: False; iter_time_steps = 22; Q(s,a) = 12.734720995372022; score = -511.0; mean_score/100_episodes = -343.56; reward = -510.0; mean_reward/100_episodes = -412.35; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.17, 2024-12-20 10:57:44
Episode no = 50800; won: False; iter_time_steps = 6; Q(s,a) = -0.750470013083071; score = -505.0; mean_score/100_episodes = -331.34; reward = -505.0; mean_reward/100_episodes = -403.91; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.18, 2024-12-20 10:57:58
Episode no = 50900; won: False; iter_time_steps = 26; Q(s,a) = 11.239944557655551; score = -515.0; mean_score/100_episodes = -287.64; reward = -514.0; mean_reward/100_episodes = -376.96; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.22, 2024-12-20 10:58:08
Episode no = 51000; won: False; iter_time_steps = 38; Q(s,a) = 2.086838783891463; score = -527.0; mean_score/100_episodes = -320.67; reward = -526.0; mean_reward/100_episodes = -397.72; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.19, 2024-12-20 10:58:20
Episode no = 51100; won: True; iter_time_steps = 22; Q(s,a) = 97.20876772058547; score = 499.0; mean_score/100_episodes = -322.12; reward = 90.0; mean_reward/100_episodes = -399.15; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.19, 2024-12-20 10:58:32
Episode no = 51200; won: False; iter_time_steps = 15; Q(s,a) = 0.93422011599313; score = -504.0; mean_score/100_episodes = -320.51; reward = -492.0; mean_reward/100_episodes = -397.59; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.19, 2024-12-20 10:58:44
Episode no = 51300; won: False; iter_time_steps = 35; Q(s,a) = 21.37954903048548; score = -524.0; mean_score/100_episodes = -340.9; reward = -523.0; mean_reward/100_episodes = -409.73; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.17, 2024-12-20 10:58:56
Episode no = 51400; won: False; iter_time_steps = 17; Q(s,a) = -1.6567451831173239; score = -516.0; mean_score/100_episodes = -279.8; reward = -516.0; mean_reward/100_episodes = -373.36; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.23, 2024-12-20 10:59:08
Episode no = 51500; won: False; iter_time_steps = 10; Q(s,a) = -2.0278802479933273; score = -509.0; mean_score/100_episodes = -335.99; reward = -509.0; mean_reward/100_episodes = -408.49; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.18, 2024-12-20 10:59:25
Episode no = 51600; won: False; iter_time_steps = 35; Q(s,a) = 18.45942237526835; score = -524.0; mean_score/100_episodes = -351.1; reward = -523.0; mean_reward/100_episodes = -415.7; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.16, 2024-12-20 10:59:36
Episode no = 51700; won: False; iter_time_steps = 46; Q(s,a) = 5.273014038834507; score = -535.0; mean_score/100_episodes = -341.07; reward = -534.0; mean_reward/100_episodes = -409.34; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.17, 2024-12-20 10:59:49
Episode no = 51800; won: False; iter_time_steps = 14; Q(s,a) = 4.873161088749193; score = -503.0; mean_score/100_episodes = -371.73; reward = -502.0; mean_reward/100_episodes = -426.81; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.14, 2024-12-20 11:00:02
Episode no = 51900; won: False; iter_time_steps = 63; Q(s,a) = 5.79708255260414; score = -552.0; mean_score/100_episodes = -348.81; reward = -551.0; mean_reward/100_episodes = -413.66; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.16, 2024-12-20 11:00:12
Episode no = 52000; won: False; iter_time_steps = 43; Q(s,a) = 20.20352875502993; score = -532.0; mean_score/100_episodes = -292.43; reward = -531.0; mean_reward/100_episodes = -381.81; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.22, 2024-12-20 11:00:27
Episode no = 52100; won: False; iter_time_steps = 8; Q(s,a) = -3.7190687783177676; score = -507.0; mean_score/100_episodes = -318.46; reward = -507.0; mean_reward/100_episodes = -395.36; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.19, 2024-12-20 11:00:38
Episode no = 52200; won: False; iter_time_steps = 30; Q(s,a) = 8.190553552993201; score = -519.0; mean_score/100_episodes = -308.28; reward = -518.0; mean_reward/100_episodes = -389.51; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.2, 2024-12-20 11:00:48
Episode no = 52300; won: True; iter_time_steps = 36; Q(s,a) = 8.343086077764834; score = 485.0; mean_score/100_episodes = -339.7; reward = 76.0; mean_reward/100_episodes = -408.43; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.17, 2024-12-20 11:01:01
Episode no = 52400; won: False; iter_time_steps = 6; Q(s,a) = -2.1816753776610733; score = -505.0; mean_score/100_episodes = -359.17; reward = -505.0; mean_reward/100_episodes = -419.72; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.15, 2024-12-20 11:01:11
Episode no = 52500; won: False; iter_time_steps = 5; Q(s,a) = -4.463368135015321; score = -504.0; mean_score/100_episodes = -330.88; reward = -504.0; mean_reward/100_episodes = -403.88; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.18, 2024-12-20 11:01:24
Episode no = 52600; won: False; iter_time_steps = 6; Q(s,a) = -3.1300831566616627; score = -505.0; mean_score/100_episodes = -321.89; reward = -505.0; mean_reward/100_episodes = -398.11; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.19, 2024-12-20 11:01:37
Episode no = 52700; won: False; iter_time_steps = 6; Q(s,a) = 0.7192690107762014; score = -505.0; mean_score/100_episodes = -269.29; reward = -505.0; mean_reward/100_episodes = -366.45; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.24, 2024-12-20 11:01:50
Episode no = 52800; won: True; iter_time_steps = 22; Q(s,a) = 104.44926994235857; score = 499.0; mean_score/100_episodes = -328.66; reward = 90.0; mean_reward/100_episodes = -401.47; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.18, 2024-12-20 11:02:01
Episode no = 52900; won: False; iter_time_steps = 12; Q(s,a) = 5.965669423401367; score = -501.0; mean_score/100_episodes = -399.29; reward = -500.0; mean_reward/100_episodes = -443.48; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.11, 2024-12-20 11:02:12
Episode no = 53000; won: False; iter_time_steps = 18; Q(s,a) = 9.189055132977442; score = -507.0; mean_score/100_episodes = -409.79; reward = -506.0; mean_reward/100_episodes = -449.88; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.1, 2024-12-20 11:02:23
Episode no = 53100; won: False; iter_time_steps = 25; Q(s,a) = -4.333238465275482; score = -514.0; mean_score/100_episodes = -357.63; reward = -513.0; mean_reward/100_episodes = -418.48; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.15, 2024-12-20 11:02:33
Episode no = 53200; won: False; iter_time_steps = 42; Q(s,a) = -1.5681547453454412; score = -531.0; mean_score/100_episodes = -316.86; reward = -530.0; mean_reward/100_episodes = -393.96; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.19, 2024-12-20 11:02:43
Episode no = 53300; won: False; iter_time_steps = 12; Q(s,a) = -3.493890829460765; score = -511.0; mean_score/100_episodes = -387.84; reward = -511.0; mean_reward/100_episodes = -436.03; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.12, 2024-12-20 11:02:52
Episode no = 53400; won: False; iter_time_steps = 29; Q(s,a) = 6.13742667373575; score = -518.0; mean_score/100_episodes = -419.51; reward = -517.0; mean_reward/100_episodes = -455.63; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.09, 2024-12-20 11:03:04
Episode no = 53500; won: False; iter_time_steps = 26; Q(s,a) = 86.69643439997924; score = -515.0; mean_score/100_episodes = -381.94; reward = -514.0; mean_reward/100_episodes = -434.2; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.13, 2024-12-20 11:03:17
Episode no = 53600; won: False; iter_time_steps = 7; Q(s,a) = -4.408818904952982; score = -506.0; mean_score/100_episodes = -341.02; reward = -506.0; mean_reward/100_episodes = -410.02; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.17, 2024-12-20 11:03:29
Episode no = 53700; won: False; iter_time_steps = 5; Q(s,a) = -4.074813084371193; score = -504.0; mean_score/100_episodes = -369.78; reward = -504.0; mean_reward/100_episodes = -426.13; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.14, 2024-12-20 11:03:42
Episode no = 53800; won: False; iter_time_steps = 6; Q(s,a) = -2.9381617944557137; score = -505.0; mean_score/100_episodes = -347.75; reward = -505.0; mean_reward/100_episodes = -412.51; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.16, 2024-12-20 11:03:52
Episode no = 53900; won: False; iter_time_steps = 30; Q(s,a) = 5.0770961242257515; score = -519.0; mean_score/100_episodes = -369.29; reward = -518.0; mean_reward/100_episodes = -425.95; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.14, 2024-12-20 11:04:03
Episode no = 54000; won: False; iter_time_steps = 8; Q(s,a) = -1.7268394530051325; score = -507.0; mean_score/100_episodes = -361.44; reward = -507.0; mean_reward/100_episodes = -421.6; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.15, 2024-12-20 11:04:16
Episode no = 54100; won: False; iter_time_steps = 14; Q(s,a) = 0.7088372053158989; score = -513.0; mean_score/100_episodes = -332.74; reward = -513.0; mean_reward/100_episodes = -405.34; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.18, 2024-12-20 11:04:29
Episode no = 54200; won: True; iter_time_steps = 22; Q(s,a) = 98.66693278475988; score = 499.0; mean_score/100_episodes = -330.17; reward = 90.0; mean_reward/100_episodes = -402.75; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.18, 2024-12-20 11:04:41
Episode no = 54300; won: True; iter_time_steps = 22; Q(s,a) = 95.51391184551612; score = 499.0; mean_score/100_episodes = -369.48; reward = 90.0; mean_reward/100_episodes = -425.97; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.14, 2024-12-20 11:04:53
Episode no = 54400; won: True; iter_time_steps = 24; Q(s,a) = 9.246881074858392; score = 497.0; mean_score/100_episodes = -278.62; reward = 88.0; mean_reward/100_episodes = -371.74; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.23, 2024-12-20 11:05:04
Episode no = 54500; won: True; iter_time_steps = 22; Q(s,a) = 99.58144179849009; score = 499.0; mean_score/100_episodes = -360.37; reward = 90.0; mean_reward/100_episodes = -421.02; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.15, 2024-12-20 11:05:17
Episode no = 54600; won: False; iter_time_steps = 28; Q(s,a) = 4.679656970028601; score = -517.0; mean_score/100_episodes = -307.55; reward = -516.0; mean_reward/100_episodes = -388.49; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.2, 2024-12-20 11:05:28
Episode no = 54700; won: False; iter_time_steps = 8; Q(s,a) = -2.3334366493036187; score = -507.0; mean_score/100_episodes = -309.11; reward = -507.0; mean_reward/100_episodes = -390.25; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.2, 2024-12-20 11:05:39
Episode no = 54800; won: False; iter_time_steps = 43; Q(s,a) = -3.838564636633349; score = -532.0; mean_score/100_episodes = -328.91; reward = -531.0; mean_reward/100_episodes = -402.16; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.18, 2024-12-20 11:05:50
Episode no = 54900; won: True; iter_time_steps = 22; Q(s,a) = 101.05766927990736; score = 499.0; mean_score/100_episodes = -309.14; reward = 90.0; mean_reward/100_episodes = -389.93; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.2, 2024-12-20 11:06:02
Episode no = 55000; won: True; iter_time_steps = 39; Q(s,a) = 8.754214650863982; score = 482.0; mean_score/100_episodes = -328.76; reward = 73.0; mean_reward/100_episodes = -401.72; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.18, 2024-12-20 11:06:13
Episode no = 55100; won: False; iter_time_steps = 15; Q(s,a) = 5.674150271389301; score = -504.0; mean_score/100_episodes = -390.64; reward = -514.0; mean_reward/100_episodes = -437.89; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.12, 2024-12-20 11:06:25
Episode no = 55200; won: False; iter_time_steps = 6; Q(s,a) = -5.17154505115136; score = -505.0; mean_score/100_episodes = -319.83; reward = -505.0; mean_reward/100_episodes = -395.39; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.19, 2024-12-20 11:06:37
Episode no = 55300; won: False; iter_time_steps = 11; Q(s,a) = 0.07598482193496725; score = -510.0; mean_score/100_episodes = -330.16; reward = -510.0; mean_reward/100_episodes = -402.03; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.18, 2024-12-20 11:06:49
Episode no = 55400; won: False; iter_time_steps = 6; Q(s,a) = -2.308458660954928; score = -505.0; mean_score/100_episodes = -298.47; reward = -505.0; mean_reward/100_episodes = -382.36; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.21, 2024-12-20 11:07:02
Episode no = 55500; won: False; iter_time_steps = 18; Q(s,a) = 4.929431417097612; score = -507.0; mean_score/100_episodes = -290.77; reward = -506.0; mean_reward/100_episodes = -379.38; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.22, 2024-12-20 11:07:15
Episode no = 55600; won: False; iter_time_steps = 31; Q(s,a) = 6.447642930434878; score = -520.0; mean_score/100_episodes = -299.52; reward = -519.0; mean_reward/100_episodes = -383.15; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.21, 2024-12-20 11:07:28
Episode no = 55700; won: False; iter_time_steps = 15; Q(s,a) = 23.942019283878395; score = -504.0; mean_score/100_episodes = -383.02; reward = -492.0; mean_reward/100_episodes = -434.55; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.13, 2024-12-20 11:07:42
Episode no = 55800; won: True; iter_time_steps = 26; Q(s,a) = 98.06900011997752; score = 495.0; mean_score/100_episodes = -297.37; reward = 86.0; mean_reward/100_episodes = -382.58; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.21, 2024-12-20 11:07:52
Episode no = 55900; won: True; iter_time_steps = 22; Q(s,a) = 110.44226008516803; score = 499.0; mean_score/100_episodes = -267.43; reward = 90.0; mean_reward/100_episodes = -364.61; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.24, 2024-12-20 11:08:03
Episode no = 56000; won: False; iter_time_steps = 13; Q(s,a) = 6.177551019520446; score = -502.0; mean_score/100_episodes = -379.44; reward = -501.0; mean_reward/100_episodes = -430.09; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.13, 2024-12-20 11:08:15
